id,property_id,room_id,util_type,area,windows,plugpoints,lights,tubelights,fans,showbulbs,balconylights,created_at,updated_at
836,145,367,bathroom,50,1,0,1,0,0,0,0,"2017-12-12 17:43:53","2017-12-12 17:43:53"
837,145,368,bathroom,50,1,0,1,0,0,0,0,"2017-12-12 17:43:53","2017-12-12 17:43:53"
838,145,369,bathroom,50,1,0,1,0,0,0,0,"2017-12-12 17:43:53","2017-12-12 17:43:53"
839,145,0,commonarea,400,1,4,3,0,2,0,0,"2017-12-12 17:53:57","2017-12-12 17:53:57"
848,147,0,kitchen,0,0,0,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:40:41"
849,147,0,bathroom,0,0,0,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:39:51"
850,147,0,kitchenutility,90,0,1,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:35:52"
851,147,0,poojaroom,0,0,0,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:35:52"
852,147,0,storeroom,0,0,0,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:35:52"
853,147,0,commonwashroom,0,0,0,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:35:52"
854,147,372,bathroom,54,1,1,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:35:52"
855,147,373,bathroom,49,1,1,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:35:52"
856,147,374,bathroom,36,1,1,0,0,0,0,0,"2017-12-16 15:35:52","2017-12-16 15:35:52"
857,147,0,commonarea,0,0,0,0,0,0,0,0,"2017-12-16 15:41:08","2017-12-16 15:41:08"
858,148,0,kitchen,1,1,1,1,1,1,1,1,"2017-12-16 15:42:58","2017-12-16 15:44:19"
859,148,0,bathroom,0,0,0,0,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:44:16"
860,148,0,kitchenutility,90,0,1,0,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:42:58"
861,148,0,poojaroom,0,0,0,0,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:42:58"
862,148,0,storeroom,0,0,0,0,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:42:58"
863,148,0,commonwashroom,0,0,0,0,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:42:58"
864,148,375,bathroom,54,1,1,1,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:42:58"
865,148,376,bathroom,49,1,1,1,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:42:58"
866,148,377,bathroom,36,1,1,0,0,0,0,0,"2017-12-16 15:42:58","2017-12-16 15:42:58"
867,148,0,commonarea,0,0,0,0,0,0,0,0,"2017-12-16 15:44:39","2017-12-16 15:44:39"
869,149,0,kitchen,1,1,1,1,1,1,1,1,"2017-12-20 19:59:41","2017-12-20 20:04:01"
870,149,0,bathroom,100,1,0,1,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 20:02:30"
871,149,0,kitchenutility,100,0,4,2,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
872,149,0,poojaroom,0,0,0,0,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
873,149,0,storeroom,80,0,0,0,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
874,149,0,commonwashroom,100,1,0,1,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
875,149,378,bathroom,100,1,0,1,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
876,149,379,bathroom,60,1,0,1,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
877,149,380,bathroom,60,1,1,1,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
878,149,381,bathroom,100,1,0,1,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
879,149,382,bathroom,50,1,0,1,0,0,0,0,"2017-12-20 19:59:41","2017-12-20 19:59:41"
880,149,0,commonarea,1000,0,0,0,0,0,0,0,"2017-12-20 20:05:23","2017-12-20 20:05:23"
881,150,0,kitchen,0,0,0,0,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:56:17"
882,150,0,bathroom,0,0,0,0,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:55:25"
883,150,0,kitchenutility,80,0,3,1,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:52:44"
884,150,0,poojaroom,0,0,0,0,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:52:44"
885,150,0,storeroom,0,0,0,0,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:52:44"
886,150,0,commonwashroom,50,1,0,0,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:52:44"
887,150,383,bathroom,50,1,0,1,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:52:44"
888,150,384,bathroom,50,1,0,1,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:52:44"
889,150,385,bathroom,50,1,0,1,0,0,0,0,"2017-12-20 20:52:44","2017-12-20 20:52:44"
890,150,0,commonarea,700,0,0,0,0,0,0,0,"2017-12-20 20:57:25","2017-12-20 20:57:25"
891,151,0,kitchen,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:23:05"
892,151,0,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:20:17"
893,151,0,kitchenutility,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
894,151,0,poojaroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
895,151,0,storeroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
896,151,0,commonwashroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
897,151,386,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
898,151,387,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
899,151,388,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
900,151,389,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
901,151,390,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
902,151,391,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
903,151,392,bathroom,0,0,0,0,0,0,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41"
904,151,0,commonarea,0,0,0,0,0,0,0,0,"2017-12-21 14:03:24","2017-12-21 14:03:24"
905,47,0,commonarea,1280,0,0,0,0,0,0,0,"2017-12-21 18:43:08","2017-12-21 18:43:08"
906,152,0,kitchen,0,0,0,0,0,0,0,0,"2017-12-22 11:58:55","2018-01-18 20:54:10"
907,152,0,bathroom,0,0,0,0,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 12:39:28"
908,152,0,kitchenutility,30,0,1,0,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 11:58:55"
909,152,0,poojaroom,0,0,0,0,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 11:58:55"
910,152,0,storeroom,0,0,0,0,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 11:58:55"
911,152,0,commonwashroom,0,0,0,0,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 11:58:55"
912,152,393,bathroom,40,1,2,1,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 11:58:55"
913,152,394,bathroom,50,1,1,1,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 11:58:55"
914,152,395,bathroom,40,1,1,1,0,0,0,0,"2017-12-22 11:58:55","2017-12-22 11:58:55"
915,153,0,kitchen,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:42:40"
916,153,0,bathroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:42:10"
917,153,0,kitchenutility,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
918,153,0,poojaroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
919,153,0,storeroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
920,153,0,commonwashroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
921,153,396,bathroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
922,153,397,bathroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
923,153,398,bathroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
924,153,399,bathroom,0,0,0,0,0,0,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04"
925,143,0,commonarea,500,0,0,0,0,0,0,0,"2017-12-28 14:21:19","2017-12-28 14:21:19"
926,154,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:46:25"
927,154,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:46:08"
928,154,0,kitchenutility,120,0,3,1,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:02:37"
929,154,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:02:37"
930,154,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:02:37"
931,154,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:02:37"
932,154,400,bathroom,50,1,0,1,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:02:37"
933,154,401,bathroom,50,1,0,1,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:02:37"
934,154,402,bathroom,50,1,0,0,0,0,0,0,"2018-01-03 16:02:37","2018-01-03 16:02:37"
935,154,0,commonarea,500,0,0,0,0,0,0,0,"2018-01-03 16:47:25","2018-01-03 16:47:25"
936,155,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-11 15:56:01","2018-01-15 13:15:50"
937,155,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-11 15:56:01","2018-01-11 15:59:12"
938,155,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-11 15:56:01","2018-01-11 15:56:01"
939,155,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-11 15:56:01","2018-01-11 15:56:01"
940,155,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-11 15:56:01","2018-01-11 15:56:01"
941,155,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-11 15:56:01","2018-01-11 15:56:01"
942,156,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-11 16:02:52","2018-01-15 13:20:01"
943,156,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-11 16:02:52","2018-01-11 16:03:57"
944,156,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-11 16:02:52","2018-01-11 16:02:52"
945,156,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-11 16:02:52","2018-01-11 16:02:52"
946,156,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-11 16:02:52","2018-01-11 16:02:52"
947,156,0,commonwashroom,0,1,0,1,0,0,0,0,"2018-01-11 16:02:52","2018-01-11 16:02:52"
948,155,0,commonarea,800,0,0,0,0,0,0,0,"2018-01-15 13:17:26","2018-01-15 13:19:20"
949,157,0,kitchen,80,1,3,1,1,1,0,0,"2018-01-17 13:32:16","2018-01-17 13:42:59"
950,157,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:40:02"
951,157,0,kitchenutility,50,0,3,2,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:32:16"
952,157,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:32:16"
953,157,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:32:16"
954,157,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:32:16"
955,157,403,bathroom,50,1,1,2,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:32:16"
956,157,404,bathroom,50,1,1,1,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:32:16"
957,157,405,bathroom,50,1,1,1,0,0,0,0,"2018-01-17 13:32:16","2018-01-17 13:32:16"
958,157,0,commonarea,500,0,0,0,0,0,0,0,"2018-01-17 13:45:14","2018-01-17 13:45:14"
959,158,0,kitchen,80,1,5,3,0,0,0,0,"2018-01-18 11:47:37","2018-01-20 21:47:22"
960,158,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 11:47:37","2018-01-18 11:51:31"
961,158,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-18 11:47:37","2018-01-18 11:47:37"
962,158,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-18 11:47:37","2018-01-18 11:47:37"
963,158,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-18 11:47:37","2018-01-18 11:47:37"
964,158,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-18 11:47:37","2018-01-18 11:47:37"
965,158,406,bathroom,50,1,1,1,0,0,0,0,"2018-01-18 11:51:31","2018-01-20 21:47:23"
966,158,407,bathroom,50,1,0,2,0,0,0,0,"2018-01-18 11:52:32","2018-01-20 21:47:23"
967,159,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 12:12:14"
968,159,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 12:00:20"
969,159,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 11:55:56"
970,159,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 11:55:56"
971,159,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 11:55:56"
972,159,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 11:55:56"
973,159,408,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 11:55:56"
974,159,409,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 11:55:56","2018-01-18 11:55:56"
975,159,0,commonarea,0,0,0,0,0,0,0,0,"2018-01-18 12:12:54","2018-01-18 12:12:54"
976,160,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-19 14:19:04"
977,160,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:21:40"
978,160,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:19:49"
979,160,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:19:49"
980,160,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:19:49"
981,160,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:19:49"
982,160,410,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:19:49"
983,160,411,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:19:49"
984,160,412,bathroom,0,0,0,0,0,0,0,0,"2018-01-18 18:19:49","2018-01-18 18:19:49"
985,152,0,commonarea,1800,0,0,0,0,0,0,0,"2018-01-18 20:55:21","2018-01-18 20:55:21"
986,161,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-19 16:31:04","2018-01-19 16:39:00"
987,161,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-19 16:31:04","2018-01-19 16:32:48"
988,161,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-19 16:31:04","2018-01-19 16:31:04"
989,161,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-19 16:31:04","2018-01-19 16:31:04"
990,161,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-19 16:31:04","2018-01-19 16:31:04"
991,161,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-19 16:31:04","2018-01-19 16:31:04"
992,162,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-19 16:35:12","2018-01-19 16:43:50"
993,162,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-19 16:35:12","2018-01-19 16:36:59"
994,162,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-19 16:35:12","2018-01-19 16:35:12"
995,162,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-19 16:35:12","2018-01-19 16:35:12"
996,162,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-19 16:35:12","2018-01-19 16:35:12"
997,162,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-19 16:35:12","2018-01-19 16:35:12"
998,163,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-19 16:48:41","2018-01-19 16:50:12"
999,163,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-19 16:48:41","2018-01-19 16:49:21"
1000,163,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-19 16:48:41","2018-01-19 16:48:41"
1001,163,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-19 16:48:41","2018-01-19 16:48:41"
1002,163,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-19 16:48:41","2018-01-19 16:48:41"
1003,163,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-19 16:48:41","2018-01-19 16:48:41"
1004,164,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-19 16:50:33","2018-01-20 13:03:24"
1005,164,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-19 16:50:33","2018-01-19 16:51:52"
1006,164,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-19 16:50:33","2018-01-19 16:50:33"
1007,164,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-19 16:50:33","2018-01-19 16:50:33"
1008,164,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-19 16:50:33","2018-01-19 16:50:33"
1009,164,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-19 16:50:33","2018-01-19 16:50:33"
1010,165,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-19 16:52:10","2018-01-20 13:02:39"
1011,165,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-19 16:52:10","2018-01-19 16:53:17"
1012,165,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-19 16:52:10","2018-01-19 16:52:10"
1013,165,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-19 16:52:10","2018-01-19 16:52:10"
1014,165,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-19 16:52:10","2018-01-19 16:52:10"
1015,165,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-19 16:52:10","2018-01-19 16:52:10"
1016,166,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-19 16:53:35","2018-01-20 13:01:58"
1017,166,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-19 16:53:35","2018-01-19 16:54:42"
1018,166,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-19 16:53:35","2018-01-19 16:53:35"
1019,166,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-19 16:53:35","2018-01-19 16:53:35"
1020,166,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-19 16:53:35","2018-01-19 16:53:35"
1021,166,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-19 16:53:35","2018-01-19 16:53:35"
1022,167,0,kitchen,50,0,0,0,0,0,0,0,"2018-01-19 17:21:04","2018-01-20 21:13:13"
1023,167,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-19 17:21:04","2018-01-19 17:22:04"
1024,167,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-19 17:21:04","2018-01-19 17:21:04"
1025,167,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-19 17:21:04","2018-01-19 17:21:04"
1026,167,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-19 17:21:04","2018-01-19 17:21:04"
1027,167,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-19 17:21:04","2018-01-19 17:21:04"
1028,167,419,bathroom,0,0,0,0,0,0,0,0,"2018-01-20 13:01:07","2018-01-20 13:01:07"
1029,166,418,bathroom,0,0,0,0,0,0,0,0,"2018-01-20 13:01:59","2018-01-20 13:01:59"
1030,165,417,bathroom,0,0,0,0,0,0,0,0,"2018-01-20 13:02:39","2018-01-20 13:02:39"
1031,164,416,bathroom,0,0,0,0,0,0,0,0,"2018-01-20 13:03:24","2018-01-20 13:03:24"
1032,163,0,commonarea,0,0,0,0,0,0,0,0,"2018-01-20 13:05:04","2018-01-20 13:05:04"
1033,163,415,bathroom,0,0,0,0,0,0,0,0,"2018-01-20 13:05:04","2018-01-20 13:05:04"
1034,162,0,commonarea,0,0,0,0,0,0,0,0,"2018-01-20 13:06:00","2018-01-20 13:06:00"
1035,162,414,bathroom,0,0,0,0,0,0,0,0,"2018-01-20 13:06:00","2018-01-20 13:06:00"
1036,161,0,commonarea,0,0,0,0,0,0,0,0,"2018-01-20 13:06:42","2018-01-20 13:06:42"
1037,161,413,bathroom,0,0,0,0,0,0,0,0,"2018-01-20 13:06:42","2018-01-20 13:06:42"
1038,167,0,commonarea,150,0,0,0,0,0,0,0,"2018-01-20 21:13:13","2018-01-20 21:13:13"
1039,158,0,commonarea,500,2,0,0,3,3,0,0,"2018-01-20 21:47:22","2018-01-20 21:47:22"
1040,158,420,bathroom,50,1,1,1,0,0,0,0,"2018-01-20 21:49:00","2018-01-20 21:49:00"
1041,168,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-22 18:23:13","2018-01-22 18:28:14"
1042,168,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-22 18:23:13","2018-01-22 18:24:41"
1043,168,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-22 18:23:13","2018-01-22 18:23:13"
1044,168,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-22 18:23:13","2018-01-22 18:23:13"
1045,168,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-22 18:23:13","2018-01-22 18:23:13"
1046,168,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-22 18:23:13","2018-01-22 18:23:13"
1047,169,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-22 18:25:18","2018-02-16 15:55:45"
1048,169,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-22 18:25:18","2018-01-22 18:26:02"
1049,169,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-22 18:25:18","2018-01-22 18:25:18"
1050,169,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-22 18:25:18","2018-01-22 18:25:18"
1051,169,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-22 18:25:18","2018-01-22 18:25:18"
1052,169,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-22 18:25:18","2018-01-22 18:25:18"
1053,168,421,bathroom,0,0,0,0,0,0,0,0,"2018-01-22 18:28:14","2018-01-22 18:28:14"
1054,170,0,kitchen,1,1,1,1,1,1,1,1,"2018-01-22 18:29:13","2018-02-16 15:55:33"
1055,170,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-22 18:29:13","2018-01-22 18:30:43"
1056,170,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-22 18:29:13","2018-01-22 18:29:13"
1057,170,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-22 18:29:13","2018-01-22 18:29:13"
1058,170,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-22 18:29:13","2018-01-22 18:29:13"
1059,170,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-22 18:29:13","2018-01-22 18:29:13"
1060,171,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-22 18:31:07","2018-02-16 15:55:02"
1061,171,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-22 18:31:07","2018-01-22 18:32:22"
1062,171,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-22 18:31:07","2018-01-22 18:31:07"
1063,171,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-22 18:31:07","2018-01-22 18:31:07"
1064,171,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-22 18:31:07","2018-01-22 18:31:07"
1065,171,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-22 18:31:07","2018-01-22 18:31:07"
1066,172,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-23 15:33:08"
1067,172,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 19:02:20"
1068,172,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1069,172,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1070,172,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1071,172,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1072,172,424,bathroom,100,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1073,172,425,bathroom,100,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1074,172,426,bathroom,100,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1075,172,427,bathroom,100,0,0,0,0,0,0,0,"2018-01-22 18:51:20","2018-01-22 18:51:20"
1076,174,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 18:07:32"
1077,174,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 14:25:39"
1078,174,0,kitchenutility,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 14:19:06"
1079,174,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 14:19:06"
1080,174,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 14:19:06"
1081,174,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 14:19:06"
1082,174,428,bathroom,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 14:19:06"
1083,174,429,bathroom,0,0,0,0,0,0,0,0,"2018-01-24 14:19:06","2018-01-24 14:19:06"
1084,175,0,kitchen,0,0,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:41:54"
1085,175,0,bathroom,0,0,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:40:53"
1086,175,0,kitchenutility,25,0,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:37:57"
1087,175,0,poojaroom,0,0,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:37:57"
1088,175,0,storeroom,0,0,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:37:57"
1089,175,0,commonwashroom,0,0,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:37:57"
1090,175,430,bathroom,24,1,2,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:37:57"
1091,175,431,bathroom,45,1,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:37:57"
1092,175,432,bathroom,40,0,0,0,0,0,0,0,"2018-01-29 10:37:57","2018-01-29 10:37:57"
1093,175,0,commonarea,0,0,0,0,0,0,0,0,"2018-01-29 10:42:47","2018-01-29 10:42:47"
