id,owner_id,name,flat_no,addressl1,locality,city,state,country,zipcode,sqftsuper,image,images,type,sharetype,baths,kitchens,washrooms,totalrooms,availrooms,rent,owner_rent,parkingcharges,deposite,maintenance,status,availfrom,availto,tenure,details,notes,cntrestaurants,cnthospitals,cntgyms,cnttheater,cntmalls,workdistance,latitude,longitude,blockname,gender,tag_as,commpercentage,tds,actualOSAmount,pendingOSAmount,amountRemark,minimumGuranteeIsActive,minimumGuranteeAmount,minimumGuranteeStart,minimumGuranteeEnd,propertyrules,parking_number,metatitle,metakeyword,metadescription,assign_to,golden,partner,showinhomepage,created_at,updated_at,owner_id2,owner_id3
27,120,Wagholi (Alfa Homes),0,"Pune, Maharashtra",Wagholi,pune,maharashtra,india,412207,865,0,,flat,0,2,1,2,2,2,11000,,,33000,0,blocked,2016-08-01,2017-08-01,6,,,20,6,5,0,14,0,18.585016,73.96996,Alfa Homes,0,managed,,,,,,notactive,,,,,,,,,,0,0,0,2016-7-26 13:46,2019-7-19 0:10,,
28,349,Salarpuria Senorita - Adela,1401,"14/2, Sarjapur Main Rd, Kaikondrahalli",Sarjapur Main Road,bengaluru,karnataka,india,560035,1925,0,,flat,0,3,1,3,3,2,43000,39000,0,129000,0,partial,2016-09-01,2019-12-12,24,"Located on Sarjapur Main Road, opposite to Wipro Corporate office, Salarpuria Senorita is a centrally located, plush and green gated community with all amenities.Our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.",,20,16,20,1,20,0,12.910867,77.682427,Adela,1,managed,0,10,0,0,,notactive,0,1970-01-01,1970-01-01,,,,,,,0,0,0,2016-8-1 19:42,2019-7-4 0:10,,
29,347,Supertech Livingston,C1-1201,"Supertech Livingston Crossing Republik, Ghaziabad, Uttar Pradesh",Dundahera,noida_ghaziabad,uttar pradesh,india,201001,1029,0,,flat,0,2,1,2,3,2,12580,11680,0,0,0,partial,2016-08-01,2020-04-01,11,NA,,20,20,18,0,20,0,28.628851,77.436819,NA,1,managed,0,0,0,0,,notactive,0,1970-01-01,1970-01-01,,,,,,,0,0,0,2016-8-5 16:48,2019-6-13 0:10,,
30,2125,Confident Bellatrix,Villa 99,"Thyvakanahally, Sarjapur-Athibele Road",Thyvakanahally,bengaluru,karnataka,india,562125,4500,0,,villa,0,5,1,5,5,5,35000,35000,0,105000,0,blocked,2017-05-10,2020-05-10,11,"Confident Bellatrix, located on the Main NH 207 road leading to Sarjapur. The project is located between Electronic city and Whitefield. The township is a picture of convenience: all its wiring utilities, including telephone and electrical cables are concealed underground. The roads within the campus are wide, and completed with reinforced cement and concrete. Confident Bellatrix is in close proximity to International schools like TISB, Greenwood High, Inventure Academy, Indus International School and Confident GEAR School, apart from all this – it’s also close to the proposed SEZ Campus on Sarjapur Road and the Confident GEAR School.",,11,2,0,0,1,0,12.834246,77.782726,Phase 1,2,marketplace,14,0,0,0,,notactive,0,1970-01-01,1970-01-01,NA,,,,,,0,0,0,2016-8-9 17:21,2019-6-5 0:10,,
31,120,Horamavu (JS Harmony 3rd Floor),A-307,"3rd Main Rd, Hoyasalanagar, Horamavu",Horamavu,bengaluru,karnataka,india,560016,1200,0,,flat,0,2,1,2,2,1,25000,,,75000,1900,blocked,2016-09-01,2017-07-31,6,JS Harmony is one of the popular residential project in Ramamurthy Nagar area.,,20,20,20,1,20,0,13.019774,77.666491,A,1,managed,,,,,,notactive,,,,,,,,,,0,0,0,2016-9-2 4:29,2018-10-22 0:10,,
32,120,"Rohan Tarang, Wakad",403,Near Hinjewadi Bridge,Wakad,pune,maharashtra,india,411057,1346,0,,flat,0,2,1,2,2,2,21500,,0,64500,0,blocked,2016-10-01,2017-08-31,6,"When you open a window of a Rohan Tarang apartment, you open to neatly landscaped gardens or a panoramic view of the entire city skyline. This is because the layout has been planned in such a way that the windows don’t open on other windows. And every time you open the door, your home will not be on display for the world to see. Each doorway is planned in a way such that it opens into a lobby instead of your living room. Run in screaming if you wish and yet you won’t be disturbing a soul. This is because there are no common walls between homes. So no irritating knocking noises from the other side, or noise creeping in from the other side.",,20,20,11,0,20,1,18.590896,73.760496,D,0,managed,,,,,,notactive,,,,NA,,,,,,0,0,0,2016-9-12 5:24,2019-7-18 0:10,,
33,878,"DLF Maiden Heights A-9, Electronic City",91,Jigani,Electronic City,bengaluru,karnataka,india,560105,1230,0,,flat,0,3,1,3,3,3,29700,12000,1500,89100,0,blocked,2016-09-12,2017-09-12,6,The DLF Maiden Heights apartments are equipped with modern amenities for comfort of residents. It is strategically located in the midst of Jigani - Bommasandra Industrial Area.,,7,1,0,0,2,0,12.78411,77.657984,A,2,marketplace,0,0,0,0,,notactive,0,1970-01-01,1970-01-01,,,,,,,0,0,0,2016-9-13 1:33,2019-7-2 0:10,,
34,878,"DLF Maiden Heights A-11, Electronic City",112,Jigani,Electronic City,bengaluru,karnataka,india,560105,1230,0,,flat,0,3,1,3,3,3,29700,12000,1500,89100,0,blocked,2016-09-12,2017-09-12,6,The DLF Maiden Heights apartments are equipped with modern amenities for comfort of residents. It is strategically located in the midst of Jigani - Bommasandra Industrial Area.,,7,1,0,0,2,0,12.78411,77.657984,A,0,marketplace,0,0,0,0,,notactive,0,1970-01-01,1970-01-01,NA,,,,,,0,0,0,2016-9-13 1:46,2019-7-2 0:11,,
35,803,DLF Maiden Heights,D-023,Jigani,Electronic City,bengaluru,karnataka,india,560105,925,0,,flat,0,2,1,2,2,4,29700,9000,0,89100,0,available,2016-09-12,2017-09-12,6,The DLF Maiden Heights apartments are equipped with modern amenities for comfort of residents. It is strategically located in the midst of Jigani - Bommasandra Industrial Area.,,7,1,0,0,2,0,12.78411,77.657984,D,1,marketplace,12,0,0,0,,notactive,0,1970-01-01,1970-01-01,,,,,,,0,0,0,2016-9-13 1:55,2019-7-2 0:11,,
36,802,The Grove,D2,"20/6, Sarjapur Main Rd, Carmelaram, Janatha Colony, Doddakannelli, Bengaluru, Karnataka 560035",Sarjapur,bengaluru,karnataka,india,560035,3083,0,,house,0,3,1,3,3,0,39139,35500,0,106500,0,occupied,2019-04-01,2020-03-01,11,"The Grove is a luxury row housing and villament project. Located just 2 Kms from Wipro Corporate office on Sarjapur Main Road, the site is in the vicinity of a number of IT offices and various renowned schools. The houses are designed in a contemporary and creative manner with an alluring elevation. The overall plan of the development provides spacious and luxurious environment for people staying in The Grove. ",,20,20,20,1,20,0,12.9097252,77.6728556,Sarjapur Road,1,managed,0,10,0,0,,notactive,0,1970-01-01,1970-01-01,,,,,,,0,0,0,2016-9-13 2:04,2019-6-28 15:47,,
37,802,The Grove,A2,"20/6, Sarjapur Main Rd, Carmelaram, Janatha Colony, Doddakannelli, Bengaluru, Karnataka 560035",Sarjapur,bengaluru,karnataka,india,560035,3359,0,,house,0,4,1,4,4,0,51818,47000,0,141000,0,occupied,2019-04-01,2020-03-31,11,"The Grove is a luxury row housing and villament project. Located just 2 Kms from Wipro Corporate office on Sarjapur Main Road, the site is in the vicinity of a number of IT offices and various renowned schools. The houses are designed in a contemporary and creative manner with an alluring elevation. The overall plan of the development provides spacious and luxurious environment for people staying in The Grove. ",,20,14,10,0,20,0,12.90573,77.700959,The Grove,1,managed,0,10,0,0,,notactive,0,1970-01-01,1970-01-01,,,,,,,0,0,0,2016-9-13 2:17,2019-6-28 15:44,,
38,801,NR Springwoods,#006,"115, Dr. Shivaramkaranth Nagar, Sri Balaji Krupa Layout, RK Hegde Nagar",Manyata Tech Park,bengaluru,karnataka,india,560077,1752,0,,flat,0,2,1,0,3,2,26460,25200,0,79380,3867,partial,2018-06-14,2019-09-09,12,"NR Springwoods is one of the popular residential projects in Telecom Layout, Bangalore. This project offers thoughtfully constructed apartments with modern amenities for the comfort of residents. Adding to this, it is situated close to the market, hospital and various educational institutions.",,20,20,7,0,17,1,13.066772,77.625197,NR Springwoods,2,managed,0,10,0,0,,notactive,0,1970-01-01,1970-01-01,NA,,,,,,0,0,0,2016-9-14 5:39,2019-7-26 0:11,,
39,120,"Bommanahalli (Alpine Park, 3rd Floor)",318,"B Block, Begur Road",Bommanahalli,bengaluru,karnataka,india,560068,1564,0,,flat,0,2,1,1,2,2,36000,,,108000,0,blocked,2016-10-01,2017-08-31,6,"Spacious 2 Bedroom apartment in Alpine Park is tastefully furnished and its proximity to Hosur Road makes it a residential hotspot. Numerous amenities such as Heritage Fresh, Tharavadu Family Restaurant, Gud Dhani, Woodys, Alliance School of Business and Oxford Engineering College are situated in close proximity.",,20,20,20,2,20,1,12.905403,77.627974,B,0,managed,,,,,,notactive,,,,NA,,,,,,0,0,0,2016-9-15 6:44,2019-3-7 0:11,,
40,806,Ganga Alfa Paradise,I1-701,"RMC Garden, Wagholi",Wagholi,pune,maharashtra,india,412207,917,0,,flat,0,2,1,2,2,3,13500,22000,0,27000,0,available,2018-01-29,2020-01-29,24,"Ganga Alfa Paradise by Goel Ganga Developments is one of the popular residential project in Wagholi, Pune.  Ganga Alfa Paradise offers 2 BHK Luxurious Apartments with excellent amenities such as Club House and Landscape Gardens.",,20,20,12,0,20,1,18.571841,73.976455,A,0,marketplace,12,0,0,0,,notactive,0,1970-01-01,1970-01-01,NA,,,,,,0,0,0,2016-9-18 5:29,2019-7-5 0:11,,
41,771,Future Plaza,G-4,"Hadosiddapura, Chikkakannalli",Sarjapur Main Road,bengaluru,karnataka,india,560035,1447,0,,flat,0,2,1,1,3,13,22050,21000,0,66150,2714,partial,2016-10-15,2019-07-14,22,"Future plaza is is designed to provide maximum living space to suit your needs and ensure a healthy environment, large windows with designed balconies allows plenty of natural light and fresh air and the common areas are specious for easy movement.",,20,10,9,0,13,1,12.898186,77.702837,NA,1,managed,0,10,0,0,,notactive,0,1970-01-01,1970-01-01,NA,,,,,,0,0,0,2016-9-21 4:55,2019-7-25 0:11,,
42,133,"Stag Saptagiri, Kormangala",2,"1st Main Road, AVS Layout, Ejipura, Bengaluru",Koramangala,bengaluru,karnataka,india,560034,2000,0,,flat,0,3,1,3,3,1,40000,,1500,160000,0,blocked,2016-10-15,2017-09-14,6,"Saptgiri apartments is an upscale residential complex situated at the heart of Koramangala and is the start-up capital of India. Home to some of the best malls, restaurants, theatres and pubs in the city, Koramangala is one of the most happening suburbs in Bangalore today. Centrally located within Koramangala, Saptgri is thus a very sought after residential address. This posh condominium is conveniently located for people who work in any of the MNCs along the inner ring road like Dell, IBM, Lenovo, Microsoft etc. as well as for those who work in the large number of IT companies in Embassy Golf Links. It is also well connected to Electronic City, Whitefield and MG Road. Our rooms in this delightful complex, are furnished elegantly and tenants can enjoy all the amenities that this complex has to offer like club house, gym, a swimming pool etc. ",,20,20,20,3,20,0,12.936612,77.629511,Stag Saptagiri,1,managed,,,,,,notactive,,,,,,,,,,0,0,0,2016-9-23 1:14,2018-10-22 0:11,,
43,120,"Lakeshore Homes, Haralur Road",Lakeshore Homes,"Lakeshore Homes Eastwood Twp, Haralur",Haralur Road,bengaluru,karnataka,india,560035,3000,0,,villa,0,3,1,3,3,3,60000,,0,180000,0,blocked,2016-10-15,2017-09-14,6,"Situated just 20 mins away from the city and yet far away from maddening crowds and pollution, our spacious apartment in Lakeshore Homes Harluru, offrs you the best of both worlds. This luxurious community is aesthetically landscaped with silver oaks froming hedges between the plots.It comes with all the amenities such as 24 hr security, gym, clubhouse, pool, walking spaces etc.Close proximity to several malls, hospitals and eateries further add to its charm. Proximity to HSR layout, excellent connectivity to Sarjapur Road and easy access to Electronics City makes it a very sought after location especially for people in the IT industry since this locality boasts of IT giants like Infosys, Intel, Symphony, Cap Gemini, IBM, Wipro and Accenture.",,20,10,16,1,15,0,12.904061,77.67189,Harlur Road,1,managed,,,,,,notactive,,,,NA,,,,,,0,0,0,2016-10-7 23:39,2019-7-21 0:11,,
44,120,"Bannerghatta Rd (Lake Verandahs , 17th Floor)",1702,"Lake Verandahs, Begur - Hulimavu Road, Akshaya Gardens, Akshayanagar, Bengaluru, Karnataka 560076",Bannerghatta Main Rd,bengaluru,karnataka,india,560076,2078,0,,flat,0,3,1,3,3,3,40700,,,122100,0,blocked,2016-10-07,2017-10-07,6,,,20,20,20,0,20,0,12.875207,77.60985,Bannerghatta Main Rd,1,managed,,,,,,notactive,,,,NA,,,,,,0,0,0,2016-10-8 0:07,2018-9-22 0:11,,
45,15,The Green,0,"The Green, Attibele – Anekal Road, Bengaluru",0,bengaluru,karnataka,india,562106,850,0,,flat,0,0,0,0,2,2,0,,0,0,0,blocked,2016-10-15,2017-09-15,6,0,,0,0,0,0,0,0,0,0,Pine E,0,managed,0,0,0,0,,notactive,0,1970-01-01,1970-01-01,,,,,,,0,0,0,2016-10-15 21:36,2018-12-11 12:45,,
46,434,Aishwarya Opulence,B-303,"Outer Ring Road, Chandra Layout",Marathalli,bengaluru,karnataka,india,560037,1740,0,0,flat,0,3,0,3,3,3,38587,38587,0,105000,0,available,2016-11-20,2020-01-01,11,"Aishwarya Opulence Apartments is one of the popular Residential Developments in Marathahalli.  The Apartment has various modern amenities like Garden, Swimming Pool, Play Area, 24Hr Backup, Maintenance Staff etc.",Marketplace has been proposed to the customer,20,20,20,4,20,1,12.953672,77.699952,B,1,managed,0,10,0,0,,notactive,0,1970-01-01,1970-01-01,NA,0,,,,,0,0,0,2016-11-7 22:38,2019-7-20 13:36,,
47,438,Keerthi Heights,412,"Belatur, Kadugodi",Whitefield,bengaluru,karnataka,india,560067,1200,0,0,flat,0,2,0,2,2,2,25000,22000,0,0,2000,blocked,2018-04-05,2017-11-08,6,"Elegantly created 2 BHK home with premium specifications, in a pollution free environment. Keerthi Heights is located at Whitefield, near to the Sai Baba Ashram, ITPL, one of the prestigious IT park and the EPIP Zone housing leading IT majors like Oracle, TCS, IGATE, GE etc., is just 5 kms away. Moreover it is just half a kilometer away from Kadugodi Railway station.",,20,20,6,2,12,0,13.008087,77.756746,0,1,marketplace,12,0,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,,0,0,0,2016-11-8 19:57,2019-7-19 0:11,,
49,120,"Sandeep Vihar A1, Kannamangala",904,"#904, A1, AWHO Sandeep Vihar, Whitefield-Hoskote Rd, Kannamangala, Whitefield",Whitefield,bengaluru,karnataka,india,560067,2400,0,,flat,0,3,1,3,1,1,9900,,1500,29700,0,blocked,2016-11-17,2017-10-16,6,"Our rooms at Sandeep Vihar, centrally located in Whitefield are cosy,well lit and tastefully furnished. The close proximity of tech parks like ITPL and EPIP, MNCs like SAP, Tesco, Oracle,HLL,GE and TCS and malls like the Forum value mall and Phoenix market city make these plush gated community apartments, very sought after for the urban youth. The apartment complex has swimming pool, Gymnasium, Club House and a tennis and badminton. With theatres, art galleries, glitzy malls and restaurants galore, Whitefield today is one of the most happening locations in Bangalore.Extensive city connectivity by BMTC and the presence of several tech parks and MNCs have added to the allure of this place.",,20,8,12,2,8,0,13.020816,77.761856,A,1,managed,,,,,,notactive,,,,NA,,,,,,0,0,0,2016-11-14 13:29,2019-7-6 0:11,,
50,0,Sonesta Cosmos,,"10th Main, 13th Cross, Malleshpalya",,bengaluru,Karanataka,INDIA,560075,1228,0,,flat,0,0,0,0,2,2,0,,0,0,0,blocked,2016-11-15,2017-10-15,6,,,20,20,20,0,20,0,12.976922,77.678329,Tulip,0,managed,,,,,,notactive,,,,,,,,,,0,0,0,2016-11-15 15:04,2018-9-22 0:11,,
51,467,Studio Room in New Thippasandra,1028/1,"Gitanjali Layout, HAL III Stage",New Thippasandra,bengaluru,karnataka,india,560075,600,0,0,house,0,1,0,1,1,1,18000,,0,54000,0,blocked,2016-11-20,2017-10-19,11,,,20,20,20,3,20,0,12.972803,77.655353,0,0,managed,,,,,,notactive,,,,0,0,,,,,0,0,0,2016-11-15 18:59,2019-5-6 0:12,,
52,478,"Cosmos, Magarpatta City",803,"Magarpatta City, Hadapsar",Magarpatta City,pune,maharashtra,india,411028,1040,0,0,flat,0,2,0,2,2,3,30000,10000,500,90000,0,blocked,2016-12-05,2017-11-20,11,"Cosmos Apartments, Magarpatta is in Magarpatta cyber city which is a big IT Park has multiple IT Offices. The township has multiple facilities like Mall, Eating Joints, Gym, Club House, Offices. It is merely 7km from the Pune station & Airport and 3km from the Koregaon park. ",,20,20,20,1,20,0,18.510025,73.929418,0,2,managed,0,0,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,,0,0,0,2016-11-20 12:26,2018-12-11 12:41,,
53,0,Konark Orchid,,Wagholi,,pune,Maharashtra,INDIA,412207,1273,0,,flat,0,0,0,0,2,2,0,,0,0,0,blocked,2016-11-23,2017-10-23,6,,Fully furnished brand new apartment in Konark orchid. I want to rent it out.,0,0,0,0,0,0,,,E,0,managed,,,,,,notactive,,,,,,,,,,0,0,0,2016-11-23 4:36,2016-11-23 4:36,,
54,528,Pavani Pleasant,A-001,"Prasanth Layout, Prasanth Extension ,Whitefield",Whitefield,bengaluru,karnataka,india,560066,1530,0,0,flat,0,3,1,3,3,1,45000,42000,750,135000,0,blocked,2018-03-08,2017-12-16,11,"Elegantly created 3 BHK home with premium specifications, in the heart of IT hub. Pavani Pleasant is located at Whitefield, and ITPL, one of the prestigious IT park and the EPIP Zone housing leading IT majors like Oracle, TCS, IGATE, GE etc., is just 1.5 kms away. Moreover it is just half a kilometer away from GR Tech Park.",,20,7,9,0,19,0,12.982625,77.746682,0,1,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2016-12-5 11:05,2019-7-8 0:11,,
55,301,"Adarsh Palm Retreat, T 5",U-901,"Tower 5, Maple, Bellandur",Bellandur,bengaluru,karnataka,india,560103,1678,0,0,flat,0,3,0,3,3,0,35000,45000,0,135000,0,occupied,2019-01-01,2019-12-31,11,"Located on Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park, Adarsh Palm Retreat is a centrally located, plush and green gated community with all amenities.Our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.",Need to sell for 17000-19000 per room,20,10,10,0,19,0,12.917103,77.68997,U,1,marketplace,12,0,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,"Adarsh Palm Retreat, T 5 , YourOwnRoom","Adarsh Palm Retreat, T 5 , YourOwnRoom , Bengaluru","Adarsh Palm Retreat, T 5 , YourOwnRoom, Bengaluru, Pune",,1,0,0,2016-12-6 3:26,2019-7-4 0:11,,
56,557,Vaswani Reserve,F-902,"Panathur Main Road, Marathahalli-Sarjapur Outer Ri",Kadubeesanahalli,bengaluru,karnataka,india,560103,0,0,0,flat,0,5,0,5,4,6,68000,67000,0,165000,0,available,2018-02-28,2020-01-31,11,"Vaswani Reserve, is a sprawling luxury enclave of magnificent Apartments in Bangalore, elevating the contemporary lifestyle. Located on Panathur Main Road, off Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini, Honeywell, Inmobi, Amadeus and Wipro, and hubs like Cessna Business Park and Prestige tech park, Vaswani Reserve is a centrally located, plush and meticulously designed with unbound convenience & the best of amenities with an effortless blend of modernity and elegance. ",,20,17,19,0,13,0,12.937827,77.699428,0,1,marketplace,14,0,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,,1,0,0,2016-12-16 10:32,2019-7-21 0:11,,
57,587,Provident Harmony,401,"Chokkanahalli Rd, Chokkanahalli",Chokkanahalli,bengaluru,karnataka,india,560077,1241,0,0,flat,0,2,0,2,3,3,30000,27000,750,90000,0,blocked,2017-08-31,2018-07-30,6,OWNER ended contract on 31-OCT-2017,,7,1,0,0,2,0,13.081106,77.625247,A7,0,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2016-12-23 20:10,2019-7-24 0:11,,
58,632,Sobha Habitech,J2-3024,"Sobha habitech, near hopefarm junction, channasand",Whitefield,bengaluru,karnataka,india,560066,1852,0,0,flat,0,3,0,3,3,4,40000,47000,0,120000,0,available,2018-02-12,2019-12-12,22,"Sobha Habitech, is one of the best designed apartments containing the facilities of all kind soothe and ease. These apartments are the very magnificent bunch of ultra modern amenities, such as, well equipped gym, multipurpose hall, library, TT, Badminton court and many more amenities, which will bring console in your life. SOBHA HABITECH, offers you close connectivity to the various part of the city, like ITPL and Sai Baba Ashram at Whitefield.",Owner wants 40k in hand,20,7,8,0,19,0,12.982727,77.755101,0,1,marketplace,14,0,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,,0,0,0,2017-1-6 17:07,2019-7-14 0:11,,
61,478,Jasmanium G,G-604,"Jasminium Building Beside Irish Society,Magarpata,Pune",Magarpatta City,pune,maharashtra,india,411028,1280,0,0,flat,0,2,0,2,2,1,34000,29000,0,70000,0,blocked,2018-06-18,2019-01-01,11,Jasminium one of the exclusive 28 neighbourhoods located in Phase-II of Magarpatta City brings with it a promise of a good comfortable life. The wonderfully designed 2 bedroom apartments are a hallmark of luxury and comfort offering premium amenities within an out of the world locale of Magarpatta City.,,20,20,20,0,20,0,18.511552,73.922345,0,2,managed,0,0,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,,0,0,0,2017-1-19 19:59,2019-1-15 0:11,,
62,776,Vaswani Reserve,F-502,"panathur main road marathali, srjapur outer ring road",Kadubeesanhalli,bengaluru,karnataka,india,560103,3435,0,0,flat,0,0,0,0,4,3,57000,57000,0,171000,0,partial,2017-02-16,2020-04-01,11,"Vaswani Reserve, is a sprawling luxury enclave of magnificent Apartments in Bangalore, elevating the contemporary lifestyle. Located on Panathur Main Road, off Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini, Honeywell, Inmobi, Amadeus and Wipro, and hubs like Cessna Business Park and Prestige tech park, Vaswani Reserve is a centrally located, plush and meticulously designed with unbound convenience & the best of amenities with an effortless blend of modernity and elegance. ",,20,17,19,0,13,0,12.937191,77.699105,0,1,managed,0,10,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,,1,0,0,2017-2-11 15:53,2019-7-21 0:11,,
63,759,Sri Balaji  Nilayam GF,#8,"#8, 2nd Cross, Income Tax Layout, Sadanand Nagar",NGEF Layout,bengaluru,karnataka,india,560038,1350,0,0,house,0,2,0,2,3,3,35000,33000,0,99000,0,blocked,2017-02-10,2018-01-10,11,"Our rooms at Sri Balaji Nilayam, centrally located in NGEF Layout are cosy,well lit and tastefully furnished. The close proximity to tech parks like RMZ Infinity and malls like Gopalan Mall and More Megastore make it very sought after for the urban youth. Its proximity to Byappanahalli Metro Station have added to the allure of this place.",,20,18,9,4,20,0,12.996604,77.656282,0,2,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-2-14 20:20,2019-7-6 0:11,,
64,774,Kastle Krishna,302,KHB Colony Main Rd,Sultan Palya,bengaluru,karnataka,india,560032,3000,0,0,flat,0,4,0,4,4,4,60000,50000,0,150000,0,blocked,2017-02-15,2018-01-15,11,"Elegantly created 4 BHK duplex home with premium specifications, in near proximity of IT hub. Kastle Krishna is located at Sultan Playa, just 3 kms away from manyata Tech Pak. Elegantly furnished apartment is an ideal place for singles to stay.",,20,20,20,4,20,0,13.027386,77.6051685,0,0,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-2-17 21:54,2018-9-22 0:11,,
65,819,Hiranandani Lake Verandahs,B1702,"Begur - Hulimavu Rd, Akshaya Gardens, Akshayanagar",Bannerghata Road,bengaluru,karnataka,india,560076,2000,0,0,flat,0,3,0,3,3,3,36000,36000,0,108000,0,blocked,2017-02-28,2018-01-28,11,"Hiranandani Lake Verandahs is one of the popular residential developments in Bannerghatta Road, neighborhood of Bangalore. Located in close proximity to MNCs like Honeywell, Oracle and IBM make these plush gated community apartments, very sought after for the urban youth.. Our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.",,20,20,20,0,20,0,12.874537,77.609565,0,0,managed,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-2-27 22:00,2018-9-22 0:11,,
66,827,Shanders Alta Vista (F1),2C3,"Veer Sandra, Electronic City",Electronics City Phase 1,bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,14,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-3-1 12:58,2019-7-14 0:12,,
67,827,Shanders Alta Vista (F2),2C3,Electronic City Phase I,Electronics City Phase 1,bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,14,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-3-1 12:58,2019-7-14 0:12,,
68,827,Shanders Alta Vista (F3),2C3,Electronic City Phase I,"Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,14,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-3-1 12:58,2019-7-14 0:12,,
69,827,Shanders Alta Vista (F4),2C3,Electronic City Phase I,"Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,14,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-3-1 12:58,2019-7-14 0:12,,
70,827,Shanders Alta Vista (F5),2C3,Electronic City Phase I,"Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,14,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,,,,,,notactive,,,,0,0,,,,,0,0,0,2017-3-1 12:58,2019-7-14 0:12,,
