id,name,property_id,sqftsuper,image,images,type,sharetype,rent,parkingcharges,deposite,maintenance,status,availablebed,totalbed,availfrom,availto,windowstyle,iswindowmesh,details,parking_number,created_at,updated_at,tenure,windows,plugpoints,lights,tubelights,fans,showbulbs,balconylights,commpercentage,tds
60,"Room 1",26,143,0,,single,0,14900,0,44700,0,occupied,0,1,2016-08-15,2017-07-21,normal,yes,,NULL,"2016-07-21 20:58:40","2018-04-28 12:49:51",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
61,"Room 2",26,143,0,,single,0,12900,0,38700,0,occupied,0,1,2016-08-15,2017-07-21,normal,yes,,NULL,"2016-07-21 21:00:34","2018-04-28 12:49:51",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
62,"Room 3",26,143,0,,single,0,12900,0,38700,0,occupied,0,1,2016-08-15,2017-07-21,normal,yes,,NULL,"2016-07-21 21:04:42","2018-04-28 12:49:51",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
63,"Room 1",27,120,0,,single,0,6000,NULL,18000,0,available,1,1,2016-08-01,2017-08-01,normal,no,,NULL,"2016-07-26 13:50:46","2016-07-26 13:50:46",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
64,"Room 2",27,99,0,,single,0,5000,NULL,15000,0,available,1,1,2016-08-01,2017-08-01,normal,no,,NULL,"2016-07-26 13:51:40","2016-07-26 13:51:40",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
65,"Room 1",28,168,0,,single,0,17900,1500,53700,0,occupied,0,1,2016-08-15,2017-07-14,normal,yes,NA,NULL,"2016-08-01 19:42:08","2018-05-25 12:49:38",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
66,"Room 2",28,168,0,,single,0,17900,1500,53700,0,occupied,0,1,2016-08-15,2017-07-14,normal,yes,NA,NULL,"2016-08-01 19:46:03","2018-05-25 12:49:38",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
67,"Room 3",28,198,0,,single,0,18900,1500,56700,0,occupied,0,1,2016-08-15,2017-07-14,normal,yes,NA,NULL,"2016-08-01 19:55:39","2018-05-25 12:49:38",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
68,"Room 1",29,120,0,,single,0,6000,1,18000,0,occupied,0,1,2016-08-01,2017-08-05,normal,no,NA,NULL,"2016-08-05 16:50:12","2017-05-26 14:51:18",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
69,"Room 2",29,98,0,,single,0,5500,1,16500,0,occupied,0,1,2016-08-01,2017-08-05,normal,no,NA,NULL,"2016-08-05 16:51:35","2017-05-26 14:51:18",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
70,"Room 3",29,130,0,,single,0,6500,1,19500,0,occupied,0,1,2016-08-01,2017-08-05,normal,no,NA,NULL,"2016-08-05 16:52:30","2017-05-26 14:51:18",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
76,"Room 1",31,144,0,,single,0,13000,NULL,39000,950,available,1,1,2016-09-01,2017-07-31,normal,yes,NA,NULL,"2016-09-02 04:32:03","2016-09-02 04:32:03",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
77,"Room 2",31,144,0,,single,0,13000,NULL,39000,950,occupied,0,1,2016-09-01,2017-07-31,normal,yes,NA,NULL,"2016-09-02 04:38:06","2016-09-02 04:38:06",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
78,"Room 1",32,168,0,,single,0,21500,0,29700,0,available,1,1,2016-10-01,2017-08-31,normal,yes,NA,NULL,"2016-09-12 05:29:11","2016-11-04 05:51:44",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
79,"Room 2",32,192,0,,single,0,21500,0,20700,0,available,1,1,2016-10-01,2017-08-31,normal,yes,"Room shared by two people. Shared with Room 2-2",NULL,"2016-09-12 05:30:46","2016-11-04 05:51:44",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
81,"ROOM 1",33,110,0,,single,0,10500,1500,31500,0,available,1,1,2016-11-01,2017-09-30,french,no,,NULL,"2016-09-13 01:40:46","2017-09-22 14:47:03",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
82,"ROOM 2",33,128,0,,single,0,10900,1500,32700,0,available,1,1,2016-11-01,2017-09-30,french,no,,NULL,"2016-09-13 01:42:14","2017-09-22 14:47:03",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
83,"ROOM 3",33,100,0,,single,0,9900,1500,29700,0,available,1,1,2016-11-01,2017-09-30,french,no,,NULL,"2016-09-13 01:42:57","2017-09-22 14:47:03",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
84,"ROOM 1",34,110,0,,single,0,9900,750,29700,0,available,1,1,2016-11-01,2017-09-30,normal,no,,NULL,"2016-09-13 01:49:14","2017-03-10 21:44:53",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
85,"ROOM 2",34,128,0,,single,0,9900,750,29700,0,available,1,1,2016-11-01,2017-09-30,normal,no,,NULL,"2016-09-13 01:50:21","2017-03-10 21:44:53",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
86,"ROOM 3",34,100,0,,single,0,8900,750,26700,0,available,1,1,2016-11-01,2017-09-30,normal,no,,NULL,"2016-09-13 01:50:57","2017-03-10 21:44:53",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
87,"ROOM 1",35,125,0,,single,0,10900,1500,32700,0,occupied,0,1,2016-11-01,2017-09-30,normal,no,,NULL,"2016-09-13 01:56:37","2018-05-18 16:44:34",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
88,"ROOM 2",35,100,0,,single,0,9900,1500,29700,0,occupied,0,1,2016-11-01,2017-09-30,normal,no,,NULL,"2016-09-13 01:57:12","2018-05-18 16:44:34",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
89,"ROOM 1",36,110,0,,single,0,16900,1500,50700,0,occupied,0,1,2016-10-20,2017-09-19,french,no,"2nd floor room-Fully furnished",NULL,"2016-09-13 02:09:13","2017-11-18 12:53:44",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
90,"ROOM 2",36,110,0,,single,0,17900,1500,53700,0,occupied,0,1,2016-10-20,2017-09-19,french,no,"2nd floor room- Fully furnished",NULL,"2016-09-13 02:11:17","2017-12-18 17:30:17",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
91,"ROOM 3",36,110,0,,shared,0,18900,1500,56700,0,occupied,0,1,2016-10-20,2017-09-19,french,no,"Shared Room - 9,900 per bed. room with balcony-Fully furnished",NULL,"2016-09-13 02:12:03","2017-05-23 16:45:20",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
92,ROOM1,37,110,0,,single,0,13900,1500,41700,0,occupied,0,1,2016-10-20,2017-09-12,normal,no,"Basement room with seperate entrance-Fully furnished",NULL,"2016-09-13 02:20:39","2017-12-01 14:40:25",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
93,"ROOM 2",37,110,0,,single,0,16900,1500,50700,0,occupied,0,1,2016-10-20,2017-09-12,normal,no,"Ground floor room-Fully furnished",NULL,"2016-09-13 02:21:18","2018-04-30 13:38:16",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
94,"ROOM 3",37,110,0,,single,0,16900,1500,50700,0,occupied,0,1,2017-12-01,2018-03-31,normal,no,"First floor room-Fully furnished",NULL,"2016-09-13 02:23:38","2017-12-18 16:36:07",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
95,"ROOM 4",37,110,0,,single,0,18900,1500,56700,0,occupied,0,2,2016-10-20,2017-09-12,normal,no,"1st floor room with balcony and seperate entrance-Fully furnished ",NULL,"2016-09-13 02:24:26","2017-11-28 14:48:25",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
96,"Room 1",38,192,0,,single,0,14900,0,44700,0,occupied,0,1,2016-10-15,2017-09-14,normal,yes,"Tastefully furnished room with kingsize bed, mattress, Wardrobes, Study Table and chair ",NULL,"2016-09-14 05:59:08","2018-01-03 13:51:13",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
97,"Room 2",38,120,0,,single,0,18900,0,56700,0,occupied,0,1,2017-09-01,2017-09-14,normal,yes,"Fully furnished room with Single Bed, Mattress, Table and Chair",NULL,"2016-09-14 06:02:55","2017-08-30 19:12:13",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
98,"Room 3",38,192,0,,single,0,17900,0,53700,0,occupied,0,1,2016-10-15,2017-09-14,normal,yes,"Tastefully furnished air-conditioned room with king size bed, mattress, TV, wardrobes, side tables, study table and chair. The room has an attached balcony and attached bathroom.",NULL,"2016-09-14 06:08:22","2018-01-03 13:51:13",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
99,"Room 1",39,144,0,,single,0,17900,NULL,53700,0,available,1,1,2016-10-01,2017-08-31,normal,yes,,NULL,"2016-09-15 06:44:08","2016-09-15 06:44:08",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
100,"Room 2",39,156,0,,single,0,9900,NULL,29700,0,available,1,1,2016-10-01,2017-08-31,normal,yes,"The room will be shared by two people",NULL,"2016-09-15 06:45:57","2016-09-15 06:45:57",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
103,"Room 1",41,120,0,,single,0,10900,1500,32700,0,occupied,0,2,2017-07-01,2018-05-31,normal,yes,"Shared room - 7000 per bed",NULL,"2016-09-21 04:59:39","2018-06-09 12:21:33",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
104,"Room 2",41,140,0,,single,0,10900,1500,32700,0,occupied,0,1,2016-10-15,2018-09-14,normal,yes,NA,NULL,"2016-09-21 05:01:30","2018-06-09 12:21:33",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
105,"Room 3",41,144,0,,single,0,11900,1500,35700,0,partial,1,2,2017-10-15,2018-09-15,normal,yes,,NULL,"2016-09-21 05:02:46","2018-06-09 12:21:33",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00
106,"ROOM 1",42,144,0,,shared,0,18000,0,54000,0,occupied,0,1,2016-10-15,2017-09-15,normal,no,,NULL,"2016-09-23 01:41:27","2016-12-06 22:24:54",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
107,"ROOM 2",42,144,0,,single,0,16900,0,101400,0,occupied,0,1,2016-10-15,2017-10-15,french,no,,NULL,"2016-09-23 01:42:41","2016-11-01 17:14:44",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
108,"Room 3",42,120,0,,single,0,15900,0,95400,0,occupied,0,1,2016-10-15,2017-09-14,french,no,,NULL,"2016-10-04 19:51:16","2016-11-24 10:03:05",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
109,"ROOM 1",30,240,0,,single,0,35000,0,105000,0,available,1,1,2017-05-10,2018-04-09,french,no,,NULL,"2016-10-05 16:57:20","2018-01-04 17:53:15",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
110,"ROOM 2",30,136,0,,single,0,35000,0,29700,0,available,1,1,2017-05-10,2018-04-09,french,no,,NULL,"2016-10-05 17:18:51","2018-01-04 17:53:15",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
111,"ROOM 3",30,124,0,,single,0,35000,0,29700,0,available,1,1,2017-05-10,2018-04-09,french,no,,NULL,"2016-10-05 17:27:28","2018-01-04 17:53:15",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
112,"ROOM 4",30,278,0,,single,0,35000,0,29700,0,available,1,1,2017-05-10,2018-04-09,french,no,,NULL,"2016-10-05 17:32:26","2018-01-04 17:53:15",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
113,"ROOM 5",30,160,0,,single,0,35000,0,29700,0,available,1,1,2017-05-10,2018-04-09,french,no,,NULL,"2016-10-05 17:48:19","2018-01-04 17:53:15",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
114,"ROOM 1",43,195,0,,single,0,60000,0,180000,0,available,1,1,2016-10-07,2017-10-07,french,no,,NULL,"2016-10-07 23:42:33","2016-11-04 06:29:58",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
116,"ROOM 2",43,144,0,,single,0,60000,0,180000,0,blocked,NULL,NULL,2016-10-07,2017-10-07,french,no,,NULL,"2016-10-07 23:44:11","2016-11-04 06:29:58",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
117,"ROOM 3",43,195,0,,single,0,60000,0,180000,0,blocked,NULL,NULL,2016-10-07,2017-10-07,french,no,,NULL,"2016-10-07 23:44:49","2016-11-04 06:29:58",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
118,"ROOM 1",44,120,0,,single,0,14900,NULL,44700,0,available,1,1,2016-10-15,2017-09-14,french,no,,NULL,"2016-10-08 00:15:36","2016-10-08 04:05:23",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
119,"ROOM 2",44,120,0,,single,0,13900,NULL,41700,0,available,1,1,2016-10-15,2017-09-14,french,no,,NULL,"2016-10-08 00:17:18","2016-10-08 04:05:23",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
120,"ROOM 3",44,120,0,,single,0,11900,NULL,35700,0,available,1,1,2016-10-15,2017-09-14,french,no,,NULL,"2016-10-08 00:18:47","2016-10-08 04:05:24",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
121,"Room 1",2,120,0,,single,0,18000,1500,54000,2000,available,1,1,2016-11-03,2017-11-03,normal,yes,,NULL,"2016-11-04 06:44:38","2016-11-04 16:39:17",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
122,"ROOM 1",46,164,0,0,single,0,15900,0,47700,0,occupied,0,1,2017-07-01,2018-05-31,french,no,,,"2016-11-07 22:38:20","2017-09-08 13:12:47",6,1,3,1,1,1,0,0,0.00,NULL
123,"ROOM 2",46,207,0,0,single,0,16900,0,50700,0,occupied,0,1,2017-07-01,2018-05-31,normal,no,"Shared room - 8500 per bed",,"2016-11-07 22:38:20","2018-01-04 16:37:10",6,2,4,0,1,1,0,1,0.00,NULL
124,"ROOM 3",46,276,0,0,single,0,18900,0,56700,0,occupied,0,2,2017-07-01,2018-05-31,normal,no,"Shared room - 9000 per bed",,"2016-11-07 22:38:20","2017-11-22 11:22:12",6,1,4,1,1,1,0,1,0.00,NULL
125,"Room 1",47,156,0,0,single,0,15900,1500,47700,0,available,1,1,2017-02-20,2018-02-20,normal,no,"Rs. 8000 per bed (for sharing)",,"2016-11-08 19:57:23","2018-04-06 19:39:07",6,1,4,1,1,1,0,0,0.00,NULL
126,"Room 2",47,120,0,0,single,0,14900,1500,44700,0,available,1,1,2017-02-20,2018-02-20,normal,no,"Fully furnished single room",NA,"2016-11-08 19:57:23","2018-04-06 19:41:20",6,2,4,1,1,1,0,0,0.00,NULL
130,"Room 1",49,120,0,,single,0,9900,0,29700,0,blocked,NULL,NULL,2016-11-17,2017-11-14,normal,yes,"Single Room",NULL,"2016-11-14 13:37:37","2016-12-16 11:32:47",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
131,"Room 1",51,150,0,,shared,0,18000,0,54000,0,available,1,1,2016-11-20,2017-10-19,normal,yes,"9500 for sharing",NULL,"2016-11-15 19:16:48","2016-11-15 19:16:48",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
132,"Room 1A",52,140,0,0,shared,0,8500,700,25500,0,occupied,0,1,2017-01-17,2018-01-17,normal,no,"Rs. 9000 per bed (for sharing)",,"2016-11-20 12:26:32","2018-01-04 12:49:17",6,0,2,1,0,1,2,2,0.00,NULL
134,"Room 1",54,117,0,0,single,0,16000,750,48000,0,available,1,1,2017-02-08,2018-02-08,normal,yes,"Single Room with a double bed",,"2016-12-05 11:05:51","2018-02-05 18:19:12",6,1,3,1,1,1,0,0,0.00,NULL
135,Room2,54,124,0,0,single,0,16000,750,48000,0,available,1,1,2017-02-08,2018-02-08,normal,yes,"Single Room with a double bed",,"2016-12-05 11:05:51","2018-03-10 15:27:13",6,1,3,0,1,0,0,0,0.00,NULL
136,"Room 3",54,137,0,,shared,0,16000,750,48000,0,available,1,1,2017-01-01,2017-11-30,normal,yes,"Shared room. 8000 per bed",NULL,"2016-12-05 14:18:53","2018-02-05 18:19:13",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
137,ROOM1,55,130,0,0,single,0,17900,750,53700,0,occupied,0,1,2017-01-14,2018-01-14,french,no,,,"2016-12-06 03:26:05","2017-11-27 14:32:02",6,1,4,0,0,0,0,0,0.00,NULL
138,ROOM2,55,130,0,0,single,0,18900,750,56700,0,occupied,0,1,2017-01-14,2018-01-14,french,no,,,"2016-12-06 03:26:05","2018-02-19 13:31:38",6,1,4,0,0,0,0,0,0.00,NULL
139,ROOM3,55,130,0,0,single,0,19900,750,59700,0,available,2,1,2017-01-14,2018-01-14,french,no,,,"2016-12-06 03:26:05","2018-04-17 15:50:57",6,1,4,0,0,0,0,0,0.00,NULL
140,"Room 1",56,147,0,0,single,0,17900,750,53700,0,available,1,1,2017-01-14,2018-01-14,normal,yes,,,"2016-12-16 10:32:58","2018-06-09 17:52:55",6,1,3,1,1,1,0,0,14.00,0.00
141,"Room 2",56,217,0,0,single,0,19900,750,59700,0,occupied,0,1,2017-01-14,2018-01-14,normal,yes,,,"2016-12-16 10:32:58","2018-06-09 17:52:55",6,2,4,2,2,1,0,0,14.00,0.00
142,"Room 3",56,147,0,0,single,0,17900,750,53700,0,occupied,0,1,2017-01-14,2018-01-14,normal,yes,,,"2016-12-16 10:32:58","2018-06-09 17:52:55",6,1,3,1,1,1,0,0,14.00,0.00
143,"Room 4",56,217,0,0,single,0,19900,750,59700,0,occupied,0,1,2017-01-14,2018-01-14,normal,yes,,,"2016-12-16 10:32:58","2018-06-09 17:52:55",0,2,3,3,1,1,0,0,14.00,0.00
144,"Room 1",57,105,0,0,single,0,9900,750,29700,0,available,2,1,2017-08-31,2018-07-30,normal,no,"Single room with shared bathroom",,"2016-12-23 20:10:43","2017-08-28 17:41:33",6,1,1,0,1,1,0,0,0.00,NULL
145,"Room 2",57,100,0,0,single,0,9900,750,29700,0,available,2,1,2017-08-31,2018-07-30,normal,no,"Single room with shared bathroom",,"2016-12-23 20:10:43","2017-08-28 17:44:09",6,0,2,0,1,1,0,0,0.00,NULL
146,"Room 3",57,144,0,0,single,0,11900,750,35700,0,available,2,1,2017-08-31,2018-07-30,normal,no,"Single room with attached bathroom",,"2016-12-23 20:10:43","2017-08-28 17:25:23",6,2,2,0,1,1,0,0,0.00,NULL
147,"Room 1B",52,140,0,,shared,0,8500,750,25500,0,available,1,1,2016-12-25,2017-12-25,normal,no,"Shared Room",NULL,"2016-12-25 17:08:40","2018-05-25 18:08:16",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
148,"Room 2A",52,120,0,,shared,0,8500,750,25500,0,occupied,0,1,2016-12-25,2017-12-25,normal,no,"Shared Room",NULL,"2016-12-25 17:10:41","2018-01-04 12:49:17",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
149,"Room 2B",52,120,0,,shared,0,8500,750,25500,0,occupied,0,1,2016-12-25,2017-12-25,normal,no,"Shared Room",NULL,"2016-12-25 17:12:11","2018-01-04 12:49:17",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
150,"Room 1",58,148,0,0,single,0,16900,750,50700,0,occupied,0,1,2017-01-16,2018-01-16,normal,yes,"Fully furnished room with Single Bed, Mattress, Table and Chair",,"2017-01-06 17:07:48","2018-01-18 20:45:07",6,1,3,1,1,1,0,0,0.00,NULL
151,"Room 2",58,202,0,0,single,0,18900,750,56700,0,occupied,0,1,2017-01-16,2018-01-16,normal,yes,"Single Room with attached bathroom & balcony",,"2017-01-06 17:07:48","2018-05-08 21:06:37",6,1,3,1,1,1,0,1,0.00,NULL
152,"Room 3",58,155,0,0,single,0,17900,750,53700,0,occupied,0,1,2017-01-16,2018-01-16,normal,yes,"Single Room with attached bathroom",,"2017-01-06 17:07:48","2017-08-01 14:35:23",6,1,2,1,1,1,0,0,0.00,NULL
153,"Room 1A",61,154,0,0,shared,0,9500,1000,28500,0,occupied,0,1,2017-02-01,2017-12-31,normal,yes,"Shared room with attached bathroom with Bath Tub & attached Balcony",,"2017-01-19 19:59:37","2018-02-02 16:29:50",6,2,3,0,1,1,4,1,0.00,NULL
154,"Room 1B",61,154,0,,shared,0,9500,1000,28500,0,occupied,0,1,2017-02-01,2017-12-31,normal,yes,"Shared room with attached bathroom with Bath Tub & attached Balcony",NULL,"2017-01-19 20:43:01","2017-12-15 11:45:44",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
155,"Room 2A",61,120,0,,shared,0,9000,1000,27000,0,available,1,1,2017-02-01,2017-12-31,normal,yes,"Shared room with Common bathroom",NULL,"2017-01-19 21:06:07","2018-04-02 15:47:34",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
156,"Room 2B",61,120,0,,shared,0,9000,1000,27000,0,occupied,0,1,2017-02-01,2017-12-31,normal,yes,"Shared room with common bathroom",NULL,"2017-01-19 21:12:34","2017-04-05 16:14:48",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
157,"Room 1",62,147,0,0,single,0,17900,750,53700,0,occupied,0,1,2017-02-11,2018-01-11,normal,yes,NA,,"2017-02-11 15:53:39","2018-02-06 15:34:40",6,2,2,0,0,0,0,0,0.00,NULL
158,"Room 2",62,217,0,0,single,0,19900,750,59700,0,occupied,0,1,2017-02-11,2018-01-11,normal,yes,,,"2017-02-11 15:53:39","2018-02-10 14:41:46",6,2,4,0,1,1,0,0,0.00,NULL
159,"Room 3",62,147,0,0,single,0,17900,750,53700,0,occupied,0,1,2017-02-19,2018-01-18,normal,yes,,,"2017-02-11 15:53:39","2018-02-17 15:07:05",6,1,4,2,1,1,0,0,0.00,NULL
160,"Room 4",62,217,0,0,single,0,19900,750,59700,0,occupied,0,1,2017-02-11,2018-01-11,normal,yes,NA,,"2017-02-11 15:53:39","2018-02-12 12:20:17",6,2,4,2,1,1,0,0,0.00,NULL
161,"Room 1",63,132,0,0,single,0,10900,0,32700,0,available,1,1,2017-02-12,2018-01-10,normal,yes,"Single room with shared washroom",,"2017-02-14 20:20:15","2017-02-15 21:35:50",6,1,2,1,0,1,1,0,0.00,NULL
162,"Room 2",63,132,0,0,single,0,10900,0,32700,0,available,1,1,2017-02-10,2018-01-10,normal,yes,"Single Room with shared washroom",,"2017-02-14 20:20:15","2017-02-14 20:26:08",6,1,2,1,0,1,1,0,0.00,NULL
163,"Room 3",63,144,0,0,shared,0,8000,0,24000,0,available,2,2,2017-02-10,2018-01-10,normal,yes,"Shared room with attached bathroom and utility area",,"2017-02-14 20:20:15","2017-02-15 21:33:15",6,2,2,1,0,1,1,0,0.00,NULL
165,"Room 1",64,143,0,0,single,0,7500,750,22500,0,available,2,2,2017-02-15,2018-01-15,normal,yes,"Shared room",,"2017-02-17 21:54:58","2017-04-05 15:43:40",6,1,4,2,1,1,0,0,0.00,NULL
166,"Room 2",64,182,0,0,single,0,8500,750,25500,0,available,2,2,2017-02-15,2018-01-15,normal,yes,"Shared room, with attached bathroom and balcony",,"2017-02-17 21:54:58","2017-04-05 15:43:41",6,1,4,1,1,1,0,1,0.00,NULL
167,"Room 3",64,165,0,0,single,0,16900,750,50700,0,available,1,1,2017-02-15,2018-01-15,normal,yes,"Single Room with attached bath and balcony",,"2017-02-17 21:54:58","2017-02-18 11:14:56",6,2,4,2,1,1,0,0,0.00,NULL
168,"Room 4",64,200,0,0,single,0,16900,750,50700,0,available,1,1,2017-02-15,2018-01-15,normal,yes,"Single room with attached bath & balcony",,"2017-02-17 21:54:58","2017-02-18 11:14:56",6,2,4,2,1,1,0,0,0.00,NULL
169,"Room 4",6,3125,0,,single,0,19900,750,59700,0,occupied,0,1,2017-03-01,2018-02-20,normal,yes,,NULL,"2017-02-20 19:58:02","2017-12-15 11:40:13",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
170,"Room 1",65,144,0,0,single,0,14900,750,44700,0,available,1,1,2017-03-01,2018-02-01,normal,yes,"Single room with attached bath",,"2017-02-27 22:00:31","2017-02-27 22:00:31",6,1,3,0,1,1,0,0,0.00,NULL
171,"Room 2",65,144,0,0,single,0,14900,750,44700,0,available,1,1,2017-03-01,2018-02-01,normal,yes,"Single room with attached bath",,"2017-02-27 22:00:31","2017-02-27 22:00:31",6,1,4,0,1,1,0,0,0.00,NULL
172,"Room 3",65,138,0,0,single,0,14900,750,44700,0,available,1,1,2017-03-01,2018-02-01,normal,yes,"Single room with common bath",,"2017-02-27 22:00:31","2017-02-27 22:00:31",6,1,3,0,1,1,0,0,0.00,NULL
173,"Room 1",66,100,0,0,shared,0,8000,0,24000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
174,"Room 2",66,100,0,0,shared,0,9000,0,27000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
175,"Room 3",66,100,0,0,shared,0,10000,0,30000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
176,"Room 1",67,100,0,0,shared,0,8000,0,24000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
177,"Room 2",67,100,0,0,shared,0,9000,0,27000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
178,"Room 3",67,100,0,0,shared,0,10000,0,30000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
179,"Room 1",68,100,0,0,shared,0,8000,0,24000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
180,"Room 2",68,100,0,0,shared,0,9000,0,27000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
181,"Room 3",68,100,0,0,shared,0,10000,0,30000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
182,"Room 1",69,100,0,0,shared,0,8000,0,24000,0,available,2,2,2017-03-01,2018-02-01,normal,no,,,"2017-03-01 12:58:16","2017-03-01 12:58:16",3,0,0,0,0,0,0,0,0.00,NULL
