id,name,property_id,sqftsuper,image,images,type,sharetype,rent,parkingcharges,deposite,maintenance,status,availablebed,totalbed,availfrom,availto,windowstyle,iswindowmesh,details,parking_number,created_at,updated_at,tenure,windows,plugpoints,lights,tubelights,fans,showbulbs,balconylights,commpercentage,tds
270,ROOM1,104,120,0,0,single,0,12900,750,38700,0,occupied,0,1,2017-06-23,2018-05-23,french,yes,,0,"2017-06-30 12:14:58","2017-08-12 11:03:47",6,1,2,0,0,1,4,1,0.00,NULL
271,ROOM2,104,120,0,0,single,0,13900,750,41700,0,occupied,0,1,2017-06-23,2018-05-23,french,yes,,0,"2017-06-30 12:14:58","2017-07-31 16:51:01",6,1,4,0,0,1,4,1,0.00,NULL
272,ROOM3,104,140,0,0,single,0,14900,750,44700,0,occupied,0,1,2017-06-23,2018-05-23,french,yes,,0,"2017-06-30 12:14:58","2018-05-08 21:02:41",6,1,3,0,0,1,2,1,0.00,NULL
273,ROOM1,105,144,0,0,single,0,16000,750,48000,0,available,1,1,2017-07-05,2018-06-05,french,no,,0,"2017-07-04 16:06:52","2018-04-05 15:25:43",6,2,2,0,0,0,0,0,0.00,NULL
274,ROOM2,105,160,0,0,single,0,17000,750,51000,0,occupied,0,1,2017-07-05,2018-06-05,french,no,,,"2017-07-04 16:06:52","2018-04-12 19:53:27",6,1,4,0,0,0,0,0,0.00,NULL
275,ROOM3,105,120,0,0,single,0,15000,750,45000,0,occupied,0,1,2017-07-05,2018-06-05,french,no,,0,"2017-07-04 16:06:52","2017-08-07 14:32:34",6,1,3,0,0,0,0,0,0.00,NULL
279,ROOM1,107,110,0,0,single,0,10900,750,32700,0,available,1,1,2017-08-15,2018-06-17,french,no,,0,"2017-07-17 17:17:18","2017-07-17 17:32:52",6,0,0,0,0,0,0,0,0.00,NULL
280,ROOM2,107,125,0,0,single,0,12900,750,38700,0,available,1,1,2017-08-15,2018-06-17,french,no,,0,"2017-07-17 17:17:18","2017-07-17 17:32:52",6,0,0,0,0,0,0,0,0.00,NULL
281,ROOM3,107,197,0,0,shared,0,15800,750,47400,0,available,2,2,2017-08-15,2018-06-17,french,no,,0,"2017-07-17 17:17:18","2017-07-17 17:34:22",6,0,0,0,0,0,0,0,0.00,NULL
282,Room1,108,140,0,0,single,0,15900,0,47700,0,occupied,0,1,2017-07-30,2018-06-30,normal,yes,NA,0,"2017-07-22 10:29:29","2017-08-18 19:44:32",11,1,2,0,1,1,1,0,0.00,NULL
283,Room2,108,150,0,0,single,0,17900,0,53700,0,occupied,0,1,2017-07-30,2018-06-30,normal,yes,,0,"2017-07-22 10:29:29","2017-08-09 14:14:47",11,1,2,2,1,1,0,0,0.00,NULL
284,Room3,108,190,0,0,single,0,16900,0,50700,0,occupied,0,1,2017-07-30,2018-06-30,normal,yes,,0,"2017-07-22 10:29:29","2017-08-24 12:07:09",11,1,2,0,1,1,0,0,0.00,NULL
299,"Room 1",116,150,0,0,single,0,9000,0,18000,0,occupied,0,1,2018-05-01,2018-07-15,normal,yes,,X3-17,"2017-08-03 13:21:14","2018-04-22 15:17:11",11,1,2,0,1,1,0,0,0.00,NULL
300,"Room 2",116,150,0,0,single,0,8500,0,17000,0,occupied,0,1,2017-08-15,2018-07-15,normal,yes,,X3-17,"2017-08-03 13:21:14","2017-10-31 15:11:22",11,0,2,0,1,1,0,0,0.00,NULL
301,"Room 3",116,200,0,0,single,0,9500,0,20000,0,occupied,0,1,2017-08-15,2018-07-15,normal,yes,,X3-17,"2017-08-03 13:21:14","2017-10-31 15:11:22",11,1,2,0,1,1,0,0,0.00,NULL
302,"Room 4",116,300,0,0,single,0,11500,0,23000,0,occupied,0,1,2017-08-15,2018-07-15,normal,yes,,X3-17,"2017-08-03 13:21:14","2017-10-31 15:11:22",11,2,2,0,2,3,0,0,0.00,NULL
303,ROOM1,119,144,0,0,single,0,15900,750,47700,0,occupied,0,1,2017-07-26,2018-06-26,french,no,,0,"2017-08-12 13:06:55","2018-05-08 21:01:46",6,2,4,0,0,0,0,0,0.00,NULL
304,ROOM2,119,168,0,0,single,0,16900,750,50700,0,occupied,0,1,2017-07-26,2018-06-26,french,no,,0,"2017-08-12 13:06:55","2017-09-04 20:03:12",6,1,5,0,0,0,0,0,0.00,NULL
305,ROOM3,119,144,0,0,single,0,14900,750,44700,0,occupied,0,1,2017-07-26,2018-06-26,french,no,,0,"2017-08-12 13:06:55","2017-11-09 16:58:56",6,1,4,0,0,0,0,0,0.00,NULL
306,"Room 1",123,200,0,0,shared,0,7000,0,21000,0,partial,1,2,2017-05-20,2018-08-10,normal,yes,,C-402,"2017-09-02 13:25:03","2018-06-09 12:19:56",11,2,2,2,0,1,0,0,0.00,0.00
307,"Room 2",123,300,0,0,shared,0,13000,0,39000,0,occupied,0,1,2017-09-10,2018-08-10,normal,yes,,C-402,"2017-09-02 13:25:03","2018-06-09 12:19:57",11,0,3,1,0,1,0,0,0.00,0.00
308,"Room 3",123,200,0,0,single,0,14000,0,42000,0,occupied,0,1,2017-09-10,2018-08-10,normal,yes,,C-402,"2017-09-02 13:25:03","2018-06-09 12:19:57",11,2,2,1,0,1,0,0,0.00,0.00
309,Room1,124,176,0,0,single,0,18000,0,54000,0,available,1,1,2017-09-01,2018-08-01,normal,yes,,,"2017-09-04 10:45:55","2017-09-04 10:45:55",11,0,0,0,0,0,0,0,0.00,NULL
310,Room2,124,176,0,0,shared,0,10900,0,32700,0,available,2,2,2017-09-01,2018-08-01,normal,yes,,,"2017-09-04 10:45:55","2017-09-04 10:47:55",11,0,0,0,0,0,0,0,0.00,NULL
311,Room3,124,168,0,0,single,0,18000,0,54000,0,available,1,1,2017-09-01,2018-08-01,normal,yes,,,"2017-09-04 10:45:55","2017-09-04 10:45:55",11,0,0,0,0,0,0,0,0.00,NULL
312,ROOM1,125,100,0,0,single,0,14000,750,42000,0,occupied,0,1,2017-03-18,2018-02-18,french,no,,0,"2017-09-07 16:31:46","2018-04-18 13:02:59",6,1,2,0,1,1,0,0,0.00,NULL
313,ROOM2,125,165,0,0,shared,0,11000,750,33000,0,occupied,0,2,2017-05-15,2018-04-15,french,no,,0,"2017-09-07 16:31:46","2018-04-18 13:02:59",6,1,2,1,1,1,0,1,0.00,NULL
314,ROOM1,117,120,0,,single,0,14000,1000,42000,2000,occupied,0,1,2017-09-13,2018-09-13,normal,yes,,NULL,"2017-09-13 17:38:44","2018-05-08 10:29:07",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
315,ROOM2,117,144,0,,single,0,15000,1000,45000,2000,available,2,1,2017-09-13,2018-09-13,normal,yes,,NULL,"2017-09-13 17:44:33","2018-05-08 10:29:07",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
316,ROOM3,117,132,0,,single,0,15000,1000,45000,2000,available,1,1,2017-09-13,2018-09-13,normal,yes,,NULL,"2017-09-13 17:46:18","2018-05-08 10:29:08",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
317,ROOM1,126,130,0,0,single,0,16900,750,50700,0,occupied,0,1,2017-03-21,2018-02-21,french,no,,0,"2017-09-18 12:18:15","2018-06-11 17:57:43",6,1,4,0,0,0,0,0,0.00,0.00
318,ROOM2,126,230,0,0,single,0,17900,750,53700,0,available,1,1,2017-03-21,2018-02-21,french,no,,0,"2017-09-18 12:18:15","2018-06-11 17:57:43",6,2,4,0,0,0,0,0,0.00,0.00
319,ROOM3,126,196,0,0,single,0,17900,750,53700,0,occupied,0,1,2017-03-21,2018-02-21,french,no,,,"2017-09-18 12:18:15","2018-06-11 17:57:43",6,2,0,0,0,0,0,0,0.00,0.00
320,ROOM4,126,154,0,0,single,0,16900,750,50700,0,occupied,0,2,2017-03-21,2018-02-21,french,no,,0,"2017-09-18 12:18:15","2018-06-11 17:57:43",6,1,4,0,0,0,0,0,0.00,0.00
321,ROOM1,127,144,0,0,shared,0,9900,750,29700,0,occupied,0,2,2017-10-10,2018-09-10,french,yes,,0,"2017-09-18 14:18:46","2017-10-13 17:57:28",6,1,3,2,1,1,1,1,0.00,NULL
322,ROOM2,127,120,0,0,single,0,14900,750,44700,0,occupied,0,1,2017-10-10,2018-09-10,french,yes,,0,"2017-09-18 14:18:46","2017-10-13 17:57:28",6,1,4,1,1,1,1,0,0.00,NULL
323,ROOM3,127,140,0,0,single,0,14900,750,44700,0,occupied,0,1,2017-10-10,2018-09-10,french,yes,,0,"2017-09-18 14:18:46","2017-10-13 17:57:28",6,1,3,1,0,1,0,0,0.00,NULL
326,ROOM1,129,128,0,0,single,0,15900,750,47700,0,occupied,0,1,2017-09-09,2018-08-09,normal,yes,,0,"2017-10-13 18:18:26","2018-01-10 11:41:16",6,2,2,1,1,1,0,0,0.00,NULL
327,ROOM2,129,139,0,0,single,0,14900,750,44700,0,occupied,0,1,2017-09-09,2018-08-09,normal,yes,,0,"2017-10-13 18:18:26","2018-01-10 11:41:16",6,2,1,0,1,1,0,0,0.00,NULL
328,ROOM3,129,175,0,0,single,0,13900,750,41700,0,occupied,0,1,2017-09-09,2018-08-09,normal,yes,,0,"2017-10-13 18:18:26","2017-11-16 16:48:33",6,3,4,0,1,1,0,1,0.00,NULL
329,Room1,130,160,0,0,single,0,18500,0,55500,0,occupied,0,1,2017-10-25,2018-09-25,normal,yes,0,0,"2017-10-29 12:39:04","2017-11-14 14:38:48",11,0,0,0,0,0,0,0,0.00,NULL
330,Room2,130,160,0,0,single,0,18000,0,54000,0,occupied,0,1,2017-10-25,2018-09-25,normal,yes,,0,"2017-10-29 12:39:04","2017-11-14 14:38:48",11,0,0,0,0,0,0,0,0.00,NULL
331,Room3,130,160,0,0,single,0,17500,0,52500,0,occupied,0,1,2017-10-25,2018-09-25,normal,yes,0,0,"2017-10-29 12:39:04","2017-11-22 11:22:56",11,0,0,0,0,0,0,0,0.00,NULL
333,"Room 1",132,200,0,0,single,0,6500,0,13000,0,occupied,0,0,2017-11-02,2018-10-02,normal,yes,,Open,"2017-11-02 12:20:32","2017-11-02 12:41:25",11,2,0,1,0,0,0,0,0.00,NULL
334,"Room 2",132,200,0,0,single,0,6500,0,13000,0,occupied,0,0,2017-11-02,2018-10-02,normal,yes,,Open,"2017-11-02 12:20:32","2017-11-02 12:41:25",11,1,2,1,0,1,0,0,0.00,NULL
337,Room1,134,100,0,0,single,0,11000,0,33000,0,available,1,1,2017-11-03,2018-10-03,french,yes,0,0,"2017-11-03 15:51:31","2018-06-05 16:14:24",11,0,0,0,0,0,0,0,0.00,0.00
338,Room2,134,130,0,0,single,0,14500,0,43500,0,occupied,0,1,2017-11-03,2018-10-03,french,yes,0,0,"2017-11-03 15:51:31","2018-06-05 16:14:24",11,0,0,0,0,0,0,0,0.00,0.00
339,Room3,134,130,0,0,single,0,14500,0,43500,0,occupied,0,1,2017-11-03,2018-10-03,french,yes,0,0,"2017-11-03 15:51:31","2018-06-05 16:14:24",11,0,0,0,0,0,0,0,0.00,0.00
340,Room1,135,300,0,0,shared,0,5000,0,10000,0,occupied,0,2,2017-11-11,2018-10-11,normal,yes,x,x,"2017-11-11 09:58:20","2017-12-26 08:06:01",11,2,2,2,0,1,0,0,0.00,NULL
341,Room2,135,300,0,0,single,0,9000,0,18000,0,occupied,0,1,2017-11-11,2018-10-11,normal,yes,x,x,"2017-11-11 09:58:20","2017-12-13 08:35:33",11,1,2,1,0,1,0,0,0.00,NULL
342,Room3,135,250,0,0,single,0,8000,0,16000,0,available,2,2,2017-11-11,2018-10-11,normal,yes,x,x,"2017-11-11 09:58:20","2017-12-07 12:37:45",11,1,1,1,0,1,0,0,0.00,NULL
343,ROOM1,136,141,0,0,single,0,15000,0,45000,0,occupied,0,1,2017-11-06,2018-10-06,french,yes,,0,"2017-11-13 11:04:51","2018-05-25 12:47:24",6,1,3,0,1,1,0,1,0.00,0.00
344,ROOM2,136,110,0,0,single,0,15000,750,45000,0,occupied,0,1,2017-11-06,2018-10-06,french,yes,,0,"2017-11-13 11:04:51","2018-05-25 12:47:24",6,1,3,0,1,1,0,1,0.00,0.00
345,ROOM3,136,144,0,0,shared,0,16000,750,48000,0,occupied,0,2,2017-11-06,2018-10-06,french,yes,,0,"2017-11-13 11:04:51","2018-05-25 12:47:24",6,1,3,0,1,1,0,2,0.00,0.00
346,Room1,137,250,0,0,single,0,18000,0,54000,0,occupied,0,1,2017-11-09,2018-10-09,french,yes,0,0,"2017-11-13 17:42:02","2017-12-01 13:01:34",11,0,0,0,0,0,0,0,0.00,NULL
352,ROOM1,140,234,0,0,single,0,15500,750,46500,0,available,1,1,2017-11-27,2018-10-27,french,yes,,0,"2017-11-30 16:13:46","2017-11-30 16:15:50",6,1,4,1,1,1,0,0,0.00,NULL
353,ROOM2,140,150,0,0,single,0,14500,750,43500,0,available,1,1,2017-11-27,2018-10-27,french,yes,,0,"2017-11-30 16:13:46","2017-11-30 16:16:17",6,1,4,1,1,1,0,0,0.00,NULL
354,ROOM3,140,150,0,0,single,0,13500,750,40500,0,available,1,1,2017-11-27,2018-10-27,french,yes,,0,"2017-11-30 16:13:46","2017-11-30 16:16:33",6,1,4,1,1,1,0,0,0.00,NULL
355,"Room 1",141,300,0,,shared,0,8000,0,16000,0,occupied,0,0,2017-12-15,2018-11-15,normal,yes,"Well furnished and spacious room with attached balcony",NULL,"2017-12-01 17:01:15","2018-01-29 15:32:06",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
356,"Room 2",141,200,0,,single,0,13000,0,26000,0,occupied,0,0,2017-12-15,2018-11-15,normal,yes,"Well furnished room with all amenities",NULL,"2017-12-01 17:07:58","2018-01-29 15:29:59",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
357,"Room 3",141,250,0,,shared,0,8000,0,16000,0,occupied,0,0,2017-12-15,2018-11-15,normal,yes,"Well furnished and spacious room",NULL,"2017-12-01 17:10:05","2018-01-29 15:32:07",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
358,"Room 1",142,200,0,,single,0,15000,0,45000,0,occupied,0,2,2017-12-20,2018-11-20,normal,yes,"Well furnished and spacious room",NULL,"2017-12-08 17:11:50","2018-05-22 17:15:57",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.00,0.00
359,"Room 2",142,250,0,,shared,0,14000,0,42000,0,occupied,0,2,2017-12-20,2018-11-20,normal,yes,"Bed room with good interior work ",NULL,"2017-12-08 17:15:24","2018-05-22 17:15:57",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.00,0.00
360,"Room 3",142,350,0,,single,0,10500,0,31500,0,occupied,0,1,2017-12-20,2018-11-20,normal,yes,"Well furnished and spacious room with attached bathroom",NULL,"2017-12-08 17:21:50","2018-05-22 17:15:57",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.95,0.00
361,Room1,143,130,0,0,single,0,16000,0,48000,0,occupied,0,1,2017-12-10,2018-11-10,french,yes,0,0,"2017-12-09 11:58:33","2018-05-25 12:45:55",11,1,0,0,0,0,0,0,11.00,0.00
362,Room2,143,150,0,0,single,0,17000,0,51000,0,occupied,0,1,2017-12-06,2018-11-06,french,yes,0,0,"2017-12-09 11:58:33","2018-05-25 12:45:55",11,0,0,0,0,0,0,0,12.65,0.00
363,Room3,143,200,0,0,single,0,18000,0,54000,0,occupied,0,1,2017-12-06,2018-11-06,french,yes,0,0,"2017-12-09 11:58:33","2018-05-25 12:45:55",11,0,0,0,0,0,0,0,0.00,0.00
367,"Room 1",145,250,0,0,shared,0,6500,0,13000,0,occupied,0,0,2017-12-20,2018-11-20,normal,yes,"Spacious room with attached bathroom",1102,"2017-12-12 17:43:53","2018-01-29 15:24:53",11,1,2,2,0,1,0,0,0.00,NULL
368,"Room 2",145,250,0,0,shared,0,6500,0,13000,0,occupied,0,0,2017-12-20,2018-11-20,normal,yes,"Spacious room with attached bathroom",0,"2017-12-12 17:43:53","2018-01-29 15:24:54",11,1,2,2,0,1,0,0,0.00,NULL
369,"Room 3",145,200,0,0,shared,0,6000,0,12000,0,occupied,0,0,2017-12-20,2018-11-20,normal,yes,"Spacious room",E2-1102,"2017-12-12 17:43:53","2018-01-29 15:24:54",11,1,2,2,0,1,0,0,0.00,NULL
372,ROOM1,147,111,0,0,single,0,13500,750,40500,0,occupied,0,1,2017-12-13,2018-11-13,french,yes,,0,"2017-12-16 15:35:52","2018-04-18 13:03:50",6,1,0,0,0,0,0,0,0.00,NULL
373,ROOM2,147,111,0,0,single,0,13000,750,39000,0,occupied,0,1,2017-12-13,2018-11-13,french,yes,,0,"2017-12-16 15:35:52","2018-04-18 13:03:50",6,1,0,0,0,0,0,0,0.00,NULL
374,ROOM3,147,120,0,0,single,0,13500,750,40500,0,occupied,0,1,2017-12-13,2018-11-13,french,yes,,0,"2017-12-16 15:35:52","2018-04-18 13:03:50",6,1,0,0,0,0,0,0,0.00,NULL
375,ROOM1,148,111,0,0,single,0,13500,750,40500,0,available,1,1,2017-12-13,2018-11-13,french,yes,,0,"2017-12-16 15:42:58","2017-12-16 15:44:19",6,1,3,0,1,1,0,0,0.00,NULL
376,ROOM2,148,120,0,0,single,0,13000,750,39000,0,available,1,1,2017-12-13,2018-11-13,french,yes,,0,"2017-12-16 15:42:58","2017-12-16 15:44:40",6,1,3,0,1,1,0,0,0.00,NULL
377,ROOM3,148,120,0,0,single,0,13500,750,40500,0,available,1,1,2017-12-13,2018-11-13,french,yes,,0,"2017-12-16 15:42:58","2017-12-16 15:44:50",6,1,2,0,1,1,0,0,0.00,NULL
378,"Room 1",149,250,0,0,shared,0,8000,0,16000,0,occupied,0,0,2017-12-20,2018-11-20,normal,no,"Room adjacent to Common area",6,"2017-12-20 19:59:41","2018-04-02 13:22:43",11,1,3,2,0,1,0,0,0.00,NULL
379,"Room 2",149,250,0,0,shared,0,8000,0,16000,0,occupied,0,0,2017-12-20,2018-11-20,normal,no,"Well furnished and spacious room with attached bathroom",6,"2017-12-20 19:59:41","2018-04-02 13:22:43",11,1,4,2,0,1,0,0,0.00,NULL
380,"Room 3",149,200,0,0,shared,0,8000,6,16000,0,occupied,0,0,2017-12-20,2018-11-20,normal,no,"Bed room with attached bathroom & sitout balcony",7,"2017-12-20 19:59:41","2018-01-29 15:28:41",11,1,3,2,0,1,0,0,0.00,NULL
381,"Room 4",149,500,0,0,shared,0,7500,7,15000,0,occupied,0,0,2017-12-20,2018-11-20,normal,no,"Spacious room with attached bathroom & Balcony",7,"2017-12-20 19:59:41","2018-04-02 13:22:44",11,0,5,4,0,2,0,1,0.00,NULL
382,"Room 5",149,100,0,0,single,0,8500,0,17000,0,occupied,0,0,2017-12-20,2018-11-20,normal,no,"Private room and easy access to terrace",6,"2017-12-20 19:59:41","2018-04-02 13:22:44",11,1,2,0,1,0,0,0,0.00,NULL
383,"Room 1",150,200,0,0,shared,0,7500,0,22500,0,occupied,0,2,2017-12-20,2018-11-20,normal,yes,"Spacious room",701,"2017-12-20 20:52:44","2018-06-22 19:11:58",11,1,3,1,1,1,0,0,13.53,0.00
384,"Room 2",150,250,0,0,shared,0,8000,701,24000,0,occupied,0,2,2017-12-20,2018-11-20,normal,yes,"Well furnished and spacious room with attached balcony",701,"2017-12-20 20:52:44","2018-06-22 19:11:58",11,2,3,1,1,1,0,0,13.53,0.00
385,"Room 3",150,250,0,0,shared,0,8000,0,24000,0,partial,1,2,2017-12-20,2018-11-20,normal,yes,"Well furnished and spacious room with attached bathroom",701,"2017-12-20 20:52:44","2018-06-22 19:11:58",11,1,3,1,1,1,0,0,13.53,0.00
386,U1,151,200,0,0,single,0,15000,0,45000,0,available,1,1,2017-12-20,2018-11-20,normal,yes,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41",11,0,0,0,0,0,0,0,0.00,NULL
387,U2,151,215,0,0,single,0,15000,0,45000,0,available,1,1,2017-12-20,2018-11-20,normal,yes,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41",11,0,0,0,0,0,0,0,0.00,NULL
388,U3,151,160,0,0,single,0,10000,0,30000,0,available,1,1,2017-12-20,2018-11-20,normal,yes,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41",11,0,0,0,0,0,0,0,0.00,NULL
389,U4,151,160,0,0,single,0,10000,0,30000,0,available,1,1,2017-12-20,2018-11-20,normal,yes,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41",11,0,0,0,0,0,0,0,0.00,NULL
390,U5,151,230,0,0,single,0,15000,0,45000,0,available,1,1,2017-12-20,2018-11-20,normal,yes,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41",11,0,0,0,0,0,0,0,0.00,NULL
391,U6,151,180,0,0,single,0,13000,0,39000,0,available,1,1,2017-12-20,2018-11-20,normal,yes,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41",11,0,0,0,0,0,0,0,0.00,NULL
392,U7,151,180,0,0,single,0,13000,0,39000,0,available,1,1,2017-12-20,2018-11-20,normal,yes,0,0,"2017-12-21 13:10:41","2017-12-21 13:10:41",11,0,0,0,0,0,0,0,0.00,NULL
393,ROOM1,152,144,0,0,single,0,15000,750,45000,0,occupied,0,1,2017-12-21,2018-11-21,french,yes,,0,"2017-12-22 11:58:55","2018-01-18 20:54:11",6,1,3,1,1,1,1,0,0.00,NULL
394,ROOM2,152,153,0,0,single,0,14000,750,42000,0,occupied,0,1,2017-12-21,2018-11-21,french,yes,,0,"2017-12-22 11:58:55","2018-01-18 20:54:11",6,1,2,0,1,1,1,1,0.00,NULL
395,ROOM3,152,140,0,0,single,0,14000,750,42000,0,occupied,0,1,2017-12-21,2018-11-21,french,yes,,0,"2017-12-22 11:58:55","2018-02-19 11:53:42",6,1,2,3,1,1,1,0,0.00,NULL
396,G3,153,150,0,0,single,0,13000,0,39000,0,available,1,1,2017-12-21,2018-11-21,normal,yes,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04",11,0,0,0,0,0,0,0,0.00,NULL
397,G3-A,153,100,0,0,single,0,5000,0,15000,0,available,1,1,2017-12-21,2018-11-21,normal,yes,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04",11,0,0,0,0,0,0,0,0.00,NULL
398,G3-B,153,160,0,0,single,0,12000,0,36000,0,available,1,1,2017-12-21,2018-11-21,normal,yes,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04",11,0,0,0,0,0,0,0,0.00,NULL
399,G3-C,153,170,0,0,single,0,12000,0,36000,0,available,1,1,2017-12-21,2018-11-21,normal,yes,0,0,"2017-12-22 12:41:04","2017-12-22 12:41:04",11,0,0,0,0,0,0,0,0.00,NULL
400,"Room 1",154,200,0,0,shared,0,6000,0,12000,0,occupied,0,0,2018-01-03,2018-12-03,normal,yes,"Spacious room with attached bathroom",,"2018-01-03 16:02:37","2018-01-29 15:40:33",11,1,2,2,0,1,0,0,0.00,NULL
401,"Room 2",154,200,0,0,shared,0,5500,0,11000,0,occupied,0,2,2018-01-03,2018-12-03,normal,yes,"Spacious room with attached bathroom",,"2018-01-03 16:02:37","2018-01-29 15:40:33",11,1,0,0,0,0,0,0,0.00,NULL
402,"Room 3",154,200,0,0,shared,0,5500,0,11000,0,occupied,0,2,2018-01-03,2018-12-03,normal,yes,,1102,"2018-01-03 16:02:37","2018-01-29 15:40:34",11,1,2,2,0,1,0,0,0.00,NULL
403,"Room 1",157,150,0,0,shared,0,7500,0,22500,0,occupied,0,2,2018-01-17,2018-12-17,normal,yes,"Garden view from window",904,"2018-01-17 13:32:16","2018-04-02 13:07:54",11,2,2,1,1,1,0,0,0.00,NULL
404,"Room 2",157,250,0,0,shared,0,8000,0,24000,0,occupied,0,2,2018-01-17,2018-12-17,normal,yes,"Well furnished and spacious room with attached bathroom",904,"2018-01-17 13:32:16","2018-02-19 13:26:34",11,2,3,1,1,1,0,0,0.00,NULL
405,"Room 3",157,200,0,0,shared,0,8000,0,24000,0,occupied,0,2,2018-01-17,2018-12-17,normal,yes,"Well furnished and spacious room with attached bathroom",904,"2018-01-17 13:32:16","2018-04-02 13:07:55",11,1,2,1,2,1,0,0,0.00,NULL
406,"Room 1",158,245,0,0,shared,0,7500,0,15000,0,occupied,0,2,2018-01-18,2018-12-18,normal,yes,"Well furnished",,"2018-01-18 11:47:37","2018-04-02 15:18:18",11,0,0,0,0,0,0,0,0.00,NULL
407,"Room 2",158,245,0,,shared,0,16000,0,32000,0,occupied,0,2,2018-01-18,2019-01-18,normal,yes,"Well furnished room with A/C and attached bathroom",NULL,"2018-01-18 11:51:31","2018-04-02 15:18:18",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
408,Room1,159,130,0,0,single,0,16000,0,48000,0,occupied,0,1,2018-01-18,2018-12-18,french,yes,0,0,"2018-01-18 11:55:56","2018-02-19 11:56:03",11,0,0,0,0,0,0,0,0.00,NULL
409,Room2,159,140,0,0,single,0,16000,0,48000,0,occupied,0,1,2018-01-18,2018-12-18,french,yes,0,0,"2018-01-18 11:55:56","2018-02-19 11:56:04",11,0,0,0,0,0,0,0,0.00,NULL
410,Room1,160,140,0,0,shared,0,17000,0,51000,0,occupied,0,2,2018-01-18,2018-12-18,french,yes,0,0,"2018-01-18 18:19:49","2018-03-31 14:37:40",11,0,0,0,0,0,0,0,0.00,NULL
411,Room2,160,140,0,0,shared,0,17000,0,51000,0,occupied,0,2,2018-01-18,2018-12-18,french,yes,0,0,"2018-01-18 18:19:49","2018-03-31 14:37:40",11,0,0,0,0,0,0,0,0.00,NULL
412,Room3,160,140,0,0,shared,0,16000,0,48000,0,occupied,0,2,2018-01-18,2018-12-18,french,yes,0,0,"2018-01-18 18:19:49","2018-05-08 20:57:28",11,0,0,0,0,0,0,0,0.00,NULL
413,Room1,161,0,0,,single,0,12500,0,37500,0,occupied,0,1,2018-01-19,2019-01-19,normal,yes,0,NULL,"2018-01-19 16:39:00","2018-02-19 12:16:45",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
414,Room1,162,0,0,,single,0,12500,0,37500,0,occupied,0,1,2018-01-19,2019-01-19,french,yes,0,NULL,"2018-01-19 16:43:51","2018-02-19 12:21:48",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
415,Room1,163,0,0,,single,0,12500,0,37500,0,available,1,1,2018-01-19,2019-01-19,normal,yes,0,NULL,"2018-01-19 16:50:13","2018-01-19 16:50:13",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
416,Room1,164,0,0,,single,0,12000,0,36000,0,available,1,1,2018-01-19,2019-01-19,french,yes,0,NULL,"2018-01-19 16:51:53","2018-01-19 16:51:53",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
417,Room1,165,0,0,,single,0,12000,0,36000,0,available,1,1,2018-01-19,2019-01-19,normal,yes,0,NULL,"2018-01-19 16:53:17","2018-01-19 16:53:17",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
418,ROom1,166,0,0,,single,0,12000,0,36000,0,available,1,1,2018-01-19,2019-01-19,normal,yes,0,NULL,"2018-01-19 16:54:43","2018-01-19 16:54:43",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
419,Room1,167,0,0,,single,0,13000,0,39000,1000,available,1,1,2018-01-19,2019-01-19,normal,yes,0,NULL,"2018-01-19 17:22:04","2018-01-20 21:13:37",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
420,"Room 3",158,250,0,,single,0,16000,0,32000,0,occupied,0,2,2018-01-20,2019-01-20,normal,yes,"Spacious room with attached bathroom & Balcony",NULL,"2018-01-20 21:47:23","2018-04-02 15:18:18",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL
