id,name,objecttype,primaryid,path,url,size,created_at,updated_at
1729,Jyoti.jpeg,user,252,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/thb_57ee432b970dd.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/thb_57ee432b970dd.jpeg,thb,"2016-09-30 20:19:15","2016-09-30 20:19:15"
1730,Jyoti.jpeg,user,252,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/icn_57ee432b970dd.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/icn_57ee432b970dd.jpeg,icn,"2016-09-30 20:19:15","2016-09-30 20:19:15"
1731,Sonali.jpeg,user,253,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/org_57ee4626ce40d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/org_57ee4626ce40d.jpeg,org,"2016-09-30 20:31:58","2016-09-30 20:31:58"
1732,Sonali.jpeg,user,253,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/big_57ee4626ce40d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/big_57ee4626ce40d.jpeg,big,"2016-09-30 20:31:59","2016-09-30 20:31:59"
1733,Sonali.jpeg,user,253,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/med_57ee4626ce40d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/med_57ee4626ce40d.jpeg,med,"2016-09-30 20:31:59","2016-09-30 20:31:59"
1734,Sonali.jpeg,user,253,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/thb_57ee4626ce40d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/thb_57ee4626ce40d.jpeg,thb,"2016-09-30 20:31:59","2016-09-30 20:31:59"
1735,Sonali.jpeg,user,253,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/icn_57ee4626ce40d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/icn_57ee4626ce40d.jpeg,icn,"2016-09-30 20:31:59","2016-09-30 20:31:59"
1741,Anooporni.jpeg,user,269,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/org_57ee4a524632d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/org_57ee4a524632d.jpeg,org,"2016-09-30 20:49:46","2016-09-30 20:49:46"
1742,Anooporni.jpeg,user,269,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/big_57ee4a524632d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/big_57ee4a524632d.jpeg,big,"2016-09-30 20:49:46","2016-09-30 20:49:46"
1743,Anooporni.jpeg,user,269,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/med_57ee4a524632d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/med_57ee4a524632d.jpeg,med,"2016-09-30 20:49:46","2016-09-30 20:49:46"
1744,Anooporni.jpeg,user,269,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/thb_57ee4a524632d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/thb_57ee4a524632d.jpeg,thb,"2016-09-30 20:49:46","2016-09-30 20:49:46"
1745,Anooporni.jpeg,user,269,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/icn_57ee4a524632d.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/icn_57ee4a524632d.jpeg,icn,"2016-09-30 20:49:46","2016-09-30 20:49:46"
1746,"Adwit mahipal.jpeg",user,270,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/org_57ee4aff91152.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/org_57ee4aff91152.jpeg,org,"2016-09-30 20:52:39","2016-09-30 20:52:39"
1747,"Adwit mahipal.jpeg",user,270,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/big_57ee4aff91152.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/big_57ee4aff91152.jpeg,big,"2016-09-30 20:52:39","2016-09-30 20:52:39"
1748,"Adwit mahipal.jpeg",user,270,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/med_57ee4aff91152.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/med_57ee4aff91152.jpeg,med,"2016-09-30 20:52:39","2016-09-30 20:52:39"
1749,"Adwit mahipal.jpeg",user,270,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/thb_57ee4aff91152.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/thb_57ee4aff91152.jpeg,thb,"2016-09-30 20:52:39","2016-09-30 20:52:39"
1750,"Adwit mahipal.jpeg",user,270,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/icn_57ee4aff91152.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/icn_57ee4aff91152.jpeg,icn,"2016-09-30 20:52:39","2016-09-30 20:52:39"
1751,"Rahul d15 sandeep vihar.jpeg",user,277,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/org_57ee4c2f39fe3.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/org_57ee4c2f39fe3.jpeg,org,"2016-09-30 20:57:43","2016-09-30 20:57:43"
1752,"Rahul d15 sandeep vihar.jpeg",user,277,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/big_57ee4c2f39fe3.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/big_57ee4c2f39fe3.jpeg,big,"2016-09-30 20:57:43","2016-09-30 20:57:43"
1753,"Rahul d15 sandeep vihar.jpeg",user,277,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/med_57ee4c2f39fe3.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/med_57ee4c2f39fe3.jpeg,med,"2016-09-30 20:57:43","2016-09-30 20:57:43"
1754,"Rahul d15 sandeep vihar.jpeg",user,277,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/thb_57ee4c2f39fe3.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/thb_57ee4c2f39fe3.jpeg,thb,"2016-09-30 20:57:43","2016-09-30 20:57:43"
1755,"Rahul d15 sandeep vihar.jpeg",user,277,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/icn_57ee4c2f39fe3.jpeg,https://api.yourownroom.com/uploadtemp/2016/09/30/icn_57ee4c2f39fe3.jpeg,icn,"2016-09-30 20:57:43","2016-09-30 20:57:43"
1761,meena.jpg,user,3,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/org_57eed7e437386.jpg,https://api.yourownroom.com/uploadtemp/2016/09/30/org_57eed7e437386.jpg,org,"2016-10-01 06:53:48","2016-10-01 06:53:48"
1762,meena.jpg,user,3,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/big_57eed7e437386.jpg,https://api.yourownroom.com/uploadtemp/2016/09/30/big_57eed7e437386.jpg,big,"2016-10-01 06:53:48","2016-10-01 06:53:48"
1763,meena.jpg,user,3,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/med_57eed7e437386.jpg,https://api.yourownroom.com/uploadtemp/2016/09/30/med_57eed7e437386.jpg,med,"2016-10-01 06:53:48","2016-10-01 06:53:48"
1764,meena.jpg,user,3,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/thb_57eed7e437386.jpg,https://api.yourownroom.com/uploadtemp/2016/09/30/thb_57eed7e437386.jpg,thb,"2016-10-01 06:53:48","2016-10-01 06:53:48"
1765,meena.jpg,user,3,/home/yorprod/siteapi/public/uploadtemp/2016/09/30/icn_57eed7e437386.jpg,https://api.yourownroom.com/uploadtemp/2016/09/30/icn_57eed7e437386.jpg,icn,"2016-10-01 06:53:48","2016-10-01 06:53:48"
