id,owner_id,name,flat_no,addressl1,locality,city,state,country,zipcode,sqftsuper,image,images,type,sharetype,baths,kitchens,washrooms,totalrooms,availrooms,rent,owner_rent,parkingcharges,deposite,maintenance,status,availfrom,availto,tenure,details,notes,cntrestaurants,cnthospitals,cntgyms,cnttheater,cntmalls,workdistance,latitude,longitude,blockname,gender,tag_as,commpercentage,tds,actualOSAmount,pendingOSAmount,amountRemark,minimumGuranteeIsActive,minimumGuranteeAmount,minimumGuranteeStart,minimumGuranteeEnd,propertyrules,parking_number,metatitle,metakeyword,metadescription,assign_to,golden,partner,showinhomepage,created_at,updated_at
81,911,"Golden Corner",C-020,"10/2-B, Sarjapur Main Rd Bellandur Bengaluru, Karnataka 560103","Sarjapur Road",bengaluru,karnataka,india,560103,0,0,0,flat,0,0,0,0,3,1,38000,38000,0,114000,0,partial,2018-02-17,2019-01-17,11,"Golden Corner Apartment by Golden Gates Properties a popular luxurious residential project on Sarjapur Road, Bangalore a preferred location bestowed with all amenities that go with your dream lifestyle. In close proximity to the best of healthcare and educational institutions and finest malls and within a radius of 5KM from MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park.",,20,20,20,1,20,0,12.919336,77.669601,0,2,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-03-23 18:32:15","2018-09-29 10:50:23"
82,803,"Roseland Residency",A1,"Pimple Saudagar, Pimpri-Chinchwad","Pimple Saudagar",pune,maharashtra,india,411027,1200,0,0,flat,0,2,0,2,2,2,25000,23000,0,52000,0,blocked,2017-04-01,2018-03-01,11,,,20,20,20,3,20,0,18.593741,73.794757,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-29 15:55:53","2018-11-22 00:12:20"
83,939,"Anoop Layout",22," Anup Layout Ayyappa Nagar, Krishnarajapura Bengaluru, Karnataka 560049 ",Hoodi,bengaluru,karnataka,india,"560049 ",0,0,0,flat,0,1,0,1,1,1,6000,7500,0,22500,0,blocked,2017-04-01,2018-03-01,11,,,20,19,18,0,20,0,12.997934,77.718110,0,0,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-04-08 21:19:48","2018-12-31 00:12:10"
85,942,"Prestige Park View",1024,"SH 35, Kadugodi Colony, Kadugodi",Whitefield,bengaluru,karnataka,india,560067,1839,0,0,flat,0,4,0,4,3,1,52000,48000,0,144000,0,partial,2017-03-01,2019-12-12,24,"Prestige Park View located at the Hope Farm Junction, on Whitefield Main Road. The take away is its proximity to Whitefield’s very own Forum Value Mall, ITPL and  MNC Companies. A great place with Lavish amenities for a comfortable living.",,20,7,9,0,20,0,12.984999,77.752045,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-04-12 19:13:15","2018-12-12 17:49:52"
86,943,"Malnad Arcade",308,"Kaggadasapura Main Rd Malleshpalya, Kaggadasapura Bengaluru, Karnataka 560075","kaggadaspura main road",bengaluru,karnataka,india,560075,0,0,0,flat,0,0,0,0,2,2,17000,0,0,51000,0,blocked,2017-04-01,2018-03-01,11,.,,20,20,20,0,20,0,12.976462,77.678891,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,,,,NULL,0,0,0,"2017-04-12 20:09:35","2018-09-22 00:12:15"
87,944,Blessings,298,"#298, 8th A Main, 4th Block, Koramangala",Koramangala,bengaluru,karnataka,india,560034,600,0,0,house,0,1,0,1,1,1,0,20000,0,60000,0,blocked,2017-04-15,2018-03-15,11,"Blessings a residential building in Koramangala, the startup hub in Bangalore, one of the preferred location for it close proximity to the best health care, educational institutions and finest malls and within a radius of 5KM from MNCs like Wipro, Flipcart, Toshibha, Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and hubs like Ecospace, Prestige tech park.",,20,20,20,3,20,0,12.930970,77.631107,0,1,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-04-12 20:21:41","2018-10-22 00:12:21"
88,948,"Fountain Life",F2,"2nd Cross Rd, Byrasandra","C V Raman Nagar",bengaluru,karnataka,india,560093,1340,0,0,flat,0,3,0,3,3,3,38000,36000,0,114000,0,blocked,2017-04-25,2018-12-31,11,"Fountain Life Apartment - a residential building in  CV Raman Nagar, neighborhood of Indiranagar ,Bangalore. It is a luxurious apartment, in close proximity to Bagmane Tech Park, DRDO, Old Airport.","500 move in charges to be given for each tenant to the association",20,20,20,0,20,0,12.981410,77.667063,0,0,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-04-16 20:57:16","2018-12-11 12:36:50"
89,956,"Vaswani Reserve",F-503,"ward no 149, survey no 79-84-85, panathur village, varthur, hubli, Kadubeesanahalli, Bengaluru, Karnataka 560103",Kadubeesanahalli,bengaluru,karnataka,india,560103,0,0,0,flat,0,5,1,5,5,3,82000,70000,750,246000,0,partial,2018-04-10,2018-04-01,11,"Vaswani Reserve, is a sprawling luxury enclave of magnificent Apartments in Bangalore, elevating the contemporary lifestyle. Located on Panathur Main Road, off Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini, Honeywell, Inmobi, Amadeus and Wipro, and hubs like Cessna Business Park and Prestige tech park, Vaswani Reserve is a centrally located, plush and meticulously designed with unbound convenience & the best of amenities with an effortless blend of modernity and elegance.",,20,16,18,0,11,0,12.937110,77.699134,0,1,marketplace,12.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-04-20 13:56:03","2019-01-04 00:12:23"
90,774,"VS Willows",#301,"#8, RK Mutt Road",Ulsoor,bengaluru,karnataka,india,560008,1340,0,0,flat,0,2,0,2,3,3,32250,30000,0,100000,2152,occupied,2017-05-15,2019-04-15,11,"M G Road, the main artery of Bangalore and home to important offices, restaurants and shopping centres, is walking distance away from our delightful apartments at V S Willows Ulsoor. It is situated next to the Ulsoor Metro station.Ulsoor one of the earliest areas developed in Bangalore, with the beautiful and picturesque Ulsoor lake, has traditionally been a residential hot spot .Flanked by several important thoroughfares like 100 feet road Indiranagar, CMH road, Old Madras road and Cambridge road, it is centrally located with easy access to malls such as the Lido mall, UB city etc.Our rooms in these apartments are furnished tastefully in our trademark style with all basic amenities in place.",NA,20,20,20,1,20,0,12.976728,77.625949,0,2,managed,0.00,10.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-04-25 23:34:23","2018-09-22 00:12:23"
91,961,"Prestige Ozone Villa - Family Only",272,Whitefield,Whitefield,bengaluru,karnataka,india,560066,2245,0,0,flat,0,3,0,3,3,3,58000,62000,0,174000,7500,blocked,2017-05-01,2018-04-01,11,"Prestige Ozone by Prestige Group in Whitefield offers unique blend of spacious as well as well-ventilated rooms that affirms a world-class lifestyle and a prestigious accommodation in Bangalore. It is one of the most prestigious address of Bangalore with many facilities and utilities nearby Whitefield.",,20,20,20,2,20,0,12.962995,77.750582,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-04-26 16:52:41","2018-10-13 00:12:34"
93,944,"SF, Blessings",#294,"#298, 8th A Main, 4th block, kormangala",Koramangala,bengaluru,karnataka,india,560034,0,0,0,house,0,1,0,1,1,0,15000,15000,0,45000,0,occupied,2018-06-09,2019-04-08,11,"Blessings a residential building in Koramangala, the startup hub in Bangalore, one of the preferred location for it close proximity to the best health care, educational institutions and finest malls and within a radius of 5KM from MNCs like Wipro, Flipcart, Toshibha, Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and hubs like Ecospace, Prestige tech park.",,20,20,20,3,20,0,12.930974,77.631118,0,0,marketplace,12.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-05-05 14:04:30","2018-12-27 12:54:59"
94,972,"Venkatesh Grafitti",B-708,"Survey No. 31 & Survey No. 35, Lonkar Vasti, Keshavnagar, Mundhwa-Manjari Road",Mundhwa,pune,maharashtra,india,411036,1400,0,0,flat,0,3,1,3,3,3,26000,33000,0,78000,0,blocked,2017-05-15,2018-04-15,11,"Shared room with 2 beds",,20,20,9,0,20,2,18.527631,73.944924,B,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-05-10 00:05:18","2018-10-12 00:12:38"
95,944,"ST BED",#1,"#first floor,252/E,Opposite Bethany high school,3rd cross,ST bed Cauvery Colony Ejipura",Ejipura,bengaluru,karnataka,india,560095,0,0,0,flat,0,1,0,1,1,1,10900,9000,0,32700,0,available,2017-06-01,2018-05-01,11,"ST Bed a residential building in Koramangala, the startup hub in Bangalore, one of the preferred location for it close proximity to the best health care, educational institutions and finest malls and within a radius of 5KM from MNCs like Wipro, Flipcart, Toshibha, Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and hubs like Ecospace, Prestige tech park.",,20,20,20,2,20,0,12.93334,77.63288,0,0,marketplace,14.00,0.00,0,1385,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-05-29 16:11:54","2018-11-12 18:44:52"
96,1026,"Prestige Ferns Residency",19113,"Prestige Ferns Residency, Haralur Rd, Eastwood Twp, Harlur, Bengaluru, Karnataka 560068","Haralur Road",bengaluru,karnataka,india,560068,1200,0,0,flat,0,0,0,0,3,3,35000,35800,0,105000,0,blocked,2017-06-01,2018-05-01,11,"Prestige Ferns Residency - a beautiful luxurious residential township presented by Prestige Group at Harlur road, off. sarjapur road, every apartment you can get maximum living space, sunlight every corner and fresh and cool breeze streaming inside. In close proximity Electronic city express way and to the best of healthcare and educational institutions and finest malls and within a radius of 10 KM from MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park.",,20,8,15,0,12,0,12.902963,77.662205,0,0,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-05-29 16:15:07","2018-12-25 00:12:30"
97,1050,"Saroj Enclave",301,"1st Main Rd, Bhadrappa Layout, Ashwath Nagar, HBR ","HBR Layout",bengaluru,karnataka,india,560077,1835,0,0,flat,0,3,0,3,5,5,33000,40000,0,99000,0,partial,2017-08-01,2018-07-01,11,"Saroj Enclave is one of the popular residential projects in nagwara, Bangalore. This project offers thoughtfully constructed apartments with modern amenities for the comfort of residents. The house is a 3BHK Fully furnished house with premium furnishings and excellent ventilation and light. All amenities are available including swimming pool,gym,indoor and outdoor games e.t.c. Book Now!","Asked for 30,000 + maintenance",20,10,4,0,20,0,13.04642,77.63867,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-06-21 15:52:45","2018-12-23 00:12:35"
98,1051,"Sobha City",A2-3062,"Sobha City",Thanisandra,bengaluru,karnataka,india,560077,1720,0,0,flat,0,3,1,3,3,0,42000,41000,0,126000,0,occupied,2018-07-15,2019-06-15,11,Marketplace,,20,17,3,0,9,0,13.0772208,77.6367349,0,0,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-06-21 18:41:25","2019-01-03 00:12:38"
99,1052,"Maruti Grandeur",F-105," Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103",Bellandur,bengaluru,karnataka,india,560103,1874,0,0,flat,0,3,0,3,4,3,48000,42000,0,144000,0,partial,2018-06-01,2019-05-01,11,"Located on Green glane layout between HSR and Bellandur, in close proximity to all nearby MNCs. Maruti Grandeur is a centrally located, gated community with fully furnished flat ideal for Girls and Families, This is a fully vastu compliant flat and attracts a lot of positive energy, Health, Wealth, & serenity.",na,20,20,20,2,20,0,12.92725,77.67161,0,2,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-06-21 20:12:48","2018-10-28 12:43:17"
100,1052,"Maruti Grandeur",G-003,"Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103",Bellandur,bengaluru,karnataka,india,560103,1474,0,0,flat,0,2,0,3,3,3,35000,34000,0,105000,0,blocked,2018-03-03,2018-07-01,11,"Located on Green glane layout between HSR and Bellandur, in close proximity to all nearby MNCs. Maruti Grandeur is a centrally located, gated community with fully furnished flat ideal for Girls and Families, This is a fully vastu compliant flat and attracts a lot of positive energy, Health, Wealth, & serenity.",na,20,20,20,2,20,0,12.92725,77.67161,0,2,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-06-21 21:10:19","2018-12-11 12:36:06"
102,1053,"Adarsh Palm Retreat, T 7",S-301,"S301 Tower 7 ",Bellandur,bengaluru,karnataka,india,560103,2275,0,0,flat,0,3,0,3,3,6,53700,48000,0,161100,0,occupied,2018-05-07,2019-05-02,11,"Located on Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park, Adarsh Palm Retreat is a centrally located, plush and green gated community with all amenities.Our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.",,20,20,20,2,20,0,12.9227169,77.6698289,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-06-24 12:51:53","2019-01-02 16:21:42"
103,1058,"Oceanus Triton",C-301,"Sarjapur road, near belandur","Sarjapur road",bengaluru,karnataka,india,560103,2134,0,0,flat,0,3,0,3,4,3,57000,50000,0,171000,0,partial,2018-06-14,2018-06-15,11,"Located on off Sarjapur Road, Bangalore. Bestowed with all amenities that go with your dream lifestyle. In close proximity to the best of healthcare and educational institutions and finest malls and within a radius of 5KM from MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park",,20,20,20,2,20,0,12.917848,77.675170,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-06-28 13:15:19","2018-12-10 16:39:26"
104,1063,"Chartered Samskruti",301,Bannerghatta,Banerghatta,bengaluru,karnataka,india,560076,1588,0,0,flat,0,3,0,3,3,1,31000,31000,0,93000,0,partial,2017-07-15,2019-05-15,11,"Located on Bannerghatta Chartered samskruti is just 1km from IIM Bangalore, Apollo and Fortis Hospital. The flat is fully furnished apartment, our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.",,20,20,20,0,20,0,12.898803,77.604945,0,0,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-06-30 12:14:58","2018-12-27 12:55:55"
105,1068,"Prestige Park View",4153,"prestige park view, SH 35, Kadugodi Colony, Kadugodi, Bengaluru, Karnataka 560067",Whitefield,bengaluru,karnataka,india,560067,2023,0,0,flat,0,4,0,4,3,1,38850,37000,0,116550,0,occupied,2018-01-27,2020-06-01,24," Prestige Park View Apartments, an abode of magnificent Apartments in Bangalore with all modern features required for a contemporary lifestyle. Location of Prestige Park View Apartments is ideal  with many schools, colleges, hospitals, recreational areas,parks and many other facilities nearby Whitefield.",,20,7,9,0,20,0,12.985013,77.752131,0,1,managed,0.00,10.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-07-04 16:06:52","2018-11-01 00:12:58"
107,1100,"Shilpitha Royal",C-001,"No. 24/1, Sadaramangala Main Road, Shree Shakti Layout, Opposite Skylark, Arcadia, Bengaluru, Kodigehalli, Krishnarajapura, Kodigehalli, Krishnarajapu",Hoodi,bengaluru,karnataka,india,560067,1446,0,0,flat,0,3,0,3,3,3,36000,36000,0,108000,0,blocked,2017-08-15,2018-07-15,11,"Located at Hoody, Sadarmangala, near ITPL, ‘Shilpitha Royal’ is close to the most happening IT hub in town. An ultra-modern apartment complex unlike others in the city, ‘Shilpitha Royal’ is indeed the home of your dreams.",,8,0,0,0,3,0,13.005161,77.734560,0,2,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-07-17 17:17:18","2019-01-04 00:12:53"
108,1107,"Assetz Eastpoint",B5062,"Behind Intel, IT Corridor, ORR, Off Marthahalli, Bengaluru, Karnataka 560103, India","Outer Ring Road",bengaluru,karnataka,india,560103,1750,0,0,flat,0,3,0,3,3,0,47000,47000,0,124000,0,occupied,2018-05-31,2019-05-19,11,"Strategically located on the Outer Ring Road, off the Bellandur-Marthahalli-Sarjapur stretch to enhance your proximity to all entities that will afford you a world-class urban lifestyle. From the finest schools, hospitals to leisure hubs and cultural attractions, East Point is poised to be an ideal home for the IT / ITeS professional who wish to walk to their place of work.trategically located on the Outer Ring Road, off the Bellandur-Marthahalli-Sarjapur stretch to enhance your proximity to all entities that will afford you a world-class urban lifestyle. From the finest schools, hospitals to leisure hubs and cultural attractions, East Point is poised to be an ideal home for the IT / ITeS professional who wish to walk to their place of work.",,20,7,7,0,19,0,12.9205364,77.6937961,0,1,marketplace,12.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-07-22 10:29:29","2019-01-03 00:12:53"
109,1119,"Balaji Vajraa",109,"Balaji Vajraa Mahaganapathy Nagar, Gottigere Bengaluru, Karnataka 560076",Banerghatta,bengaluru,karnataka,india,560076,0,0,0,flat,0,2,0,2,2,2,24000,0,0,72000,0,blocked,2017-07-19,2018-06-19,11,"Balaji Vajraa, a residential apartment project in Gottigere, Bannerghatta Road, Bangalore. It is a 2BHK apartment located off Bannerghatta Road, 15-20 minute drive from Dairy Circle and in proximity to educational institutions, hospitals, shopping malls, etc. A 15 minute drive to Electronic City, the IT Hub via NICE Road Corridor makes this project a worth investment.",,20,20,17,1,12,0,12.858825,77.593726,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-08-01 13:05:47","2019-01-02 00:13:03"
116,1123,"AWHO Tucker Vihar",17,"Near Lokhandi Pul,Pune solapur highway",Hadapsar,pune,maharashtra,india,411028,0,0,0,flat,0,3,0,3,4,4,28000,28000,0,56000,0,blocked,2018-04-30,2018-07-15,11,"Marketplace - Pune",,20,20,18,0,20,0,18.494832,73.953429,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-08-03 13:21:14","2018-12-17 00:13:00"
117,798,"Akme Harmony",1A-502,Bellandur,Bellandur,bengaluru,karnataka,india,560037,1810,0,0,flat,0,3,0,3,3,0,44000,40000,0,132000,0,occupied,2018-04-08,2018-07-09,11," Located in Bangalore on the Outer Ring Road linking Sarjapur Road and Marathahalli, Akme Harmony is an oasis of tranquillity and an extravagant expanse of open spaces. The complex is a symphony of world class amenities and services, architecture that is sure to appeal to the aesthete in you.  It is a  3BHK vastu comliant flat bestowed with all amenities that go with your dream lifestyle. In close proximity to the best of healthcare, educational institutions, IT parks and finest malls.",,20,20,20,2,20,0,12.9223732,77.6697387,0,0,marketplace,7.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-08-04 12:17:42","2018-10-07 00:12:52"
119,1138,"Prestige Ferns Residency T 19",19111,"Haralur Road","Haralur Road",bengaluru,karnataka,india,560102,0,0,0,flat,0,3,0,3,3,1,41000,41000,0,123000,0,partial,2017-09-01,2019-12-12,24,"Prestige Ferns Residency - a beautiful luxurious residential township presented by Prestige Group at Harlur road, off. sarjapur road, every apartment you can get maximum living space, sunlight every corner and fresh and cool breeze streaming inside. In close proximity Electronic city express way and to the best of healthcare and educational institutions and finest malls and within a radius of 10 KM from MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park.",,20,8,15,0,12,0,12.903014,77.661968,0,2,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-08-12 13:06:55","2018-12-25 00:12:56"
120,1147,"Mont Vert Seville",A-403,"Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad",Wakad,pune,maharashtra,india,411057,1000,0,0,flat,0,2,0,2,2,3,15000,15500,0,45000,0,blocked,2018-10-01,2018-10-01,11,NA,,20,20,20,0,20,0,18.602964,73.767885,0,0,marketplace,3.33,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-08-14 15:57:48","2018-09-22 00:13:03"
123,1192,"Goel Geet Ganga",C-402,"Behind Medi Point Hospital",Aundh,pune,maharashtra,india,411007,1389,0,0,flat,0,3,0,3,3,3,29000,29000,0,87000,0,partial,2017-08-20,2020-07-20,24,"Goel Geet Ganga Society is one of the peaceful society in Aundh,where one can access 'N' Number of FOOD JOINTS,SHOPPING COMPLEX,HOSPITALS AND MANY MORE..!",,20,20,20,1,20,0,18.564511,73.800475,0,2,managed,0.00,10.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-09-02 13:25:03","2018-12-28 15:43:41"
124,1196,"C-18 Kudremukh Colony",C-18,"Kudremukh Colony","Koramangla 2nd block",bengaluru,karnataka,india,560034,2000,0,0,flat,0,3,1,3,3,3,52000,52000,0,156000,0,blocked,2017-09-05,2018-08-05,11,"A spacious 3 Bedroom house with terrace walkaway in Kudremukh Colony,  2nd block Koramangla. It has a covered area of approx 2000 Sq-ft. The house has 24 Hours Available water supply and No Powercut. It also has 1 covered car and 2 bike parkings. The property is fantastically located and is much sought-after. The property is available at a very competitive monthly rent.",,20,20,20,3,20,0,12.9254517,77.6202681,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-09-04 10:45:55","2018-10-22 00:13:12"
125,943,"Malnad Arcade",308,"Kaggadasapura Main Rd Malleshpalya, Kaggadasapura Bengaluru, Karnataka 560075","kaggadaspura main road",bengaluru,karnataka,india,560075,0,0,0,flat,0,0,0,0,2,0,17000,26000,0,51000,0,occupied,2017-04-01,2018-03-01,11,"This 2BHK apartment is ideally located in Maruthinagar, Malleshpalaya, close to BEML township, just facing S.C.T college of technology and hardly 4kms from Baghmane World and Baghmane Consellation park. It has lavish yet thoughtfully designed residences.",,20,20,20,0,20,0,12.976462,77.678891,0,0,marketplace,10.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-09-07 16:31:46","2018-09-22 00:13:10"
126,1225,"Vaswani Reserve",B901,"ward no 149, survey no 79-84-85, panathur village, varthur, hubli, Kadubeesanahalli, Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103",Kadubeesanahalli,bengaluru,karnataka,india,560103,0,0,0,flat,0,0,0,0,4,1,65000,65000,0,195000,0,partial,2017-09-18,2019-09-18,11,"Vaswani Reserve, is a sprawling luxury enclave of magnificent Apartments in Bangalore, elevating the contemporary lifestyle. Located on Panathur Main Road, off Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini, Honeywell, Inmobi, Amadeus and Wipro, and hubs like Cessna Business Park and Prestige tech park, Vaswani Reserve is a centrally located, plush and meticulously designed with unbound convenience & the best of amenities with an effortless blend of modernity and elegance.",,20,16,18,0,11,0,12.937111,77.699139,0,0,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-09-18 12:18:15","2019-01-04 00:13:13"
127,1026,"Vandana Elite",#204,"1st Block. Koramangala",Koramangala,bengaluru,karnataka,india,560034,1386,0,0,flat,0,2,0,2,3,0,48000,45000,0,135000,0,occupied,2017-03-03,2018-02-03,11,"A spacious 3 Bedroom house in 1st block Koramangla. It has a covered area of approx 2000 Sq-ft. The house has 24 Hours Available water supply and No Powercut. The property is fantastically located and is much sought-after. The property is available at a very competitive monthly rent.",,20,20,20,1,19,0,12.927189,77.638460,0,0,marketplace,12.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-09-18 14:18:46","2018-11-12 00:13:04"
128,1226,"Jagdish Nagar Society",#1,Aundh,Aundh,pune,maharashtra,india,411007,0,0,0,flat,0,2,0,2,2,1,19000,16500,0,50000,0,blocked,2017-10-25,2018-09-25,11,"Property is located in a prime location.Easy to access the transportation & work location.",,20,20,18,0,16,0,18.557087,73.817082,0,1,marketplace,13.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-09-18 18:25:22","2018-12-25 00:13:10"
129,1271,"Kristal Jasper Park","2J 35"," No 15A, Owners Court, Habitat Celeste, Central Jail Road, Eastwood Twp, Kasavanahalli, ","Sarjapur road",bengaluru,karnataka,india,560035,1800,0,0,flat,0,3,1,3,3,0,42000,42000,0,126000,0,occupied,2017-10-11,2018-09-11,11,"Kristal Jasper I is one of the completed residential complexes by Kristal Group located at Sarjapur Road, Bangalore. The 3BHK Villa is lavishly built with various amenities to cater the needs of the residents. It is a highly fully furnished villa with all the IT companies within 5km radius.",,20,8,13,1,14,0,12.90093,77.67380,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-10-13 18:18:26","2018-12-09 00:13:22"
130,1288,"Prestige Shantiniketan",#21066,"Whitefield main road",Whitefield,bengaluru,karnataka,india,560048,2100,0,0,flat,0,3,0,3,3,0,49000,49000,0,147000,0,occupied,2017-11-07,2018-10-07,11,"This property is based in Whitefield",,20,9,8,2,19,0,12.991473,77.7268256,0,0,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-10-29 12:39:04","2019-01-02 00:13:28"
132,1293,"Tata Innora Park Undri",B2-604,"Kondhwa-Undri-Saswad Rd, Handewadi, Pune, Maharashtra",Undri,pune,maharashtra,india," 412308",1000,0,0,flat,0,2,0,2,2,2,13000,13000,0,26000,0,blocked,2017-11-01,2018-10-01,11,"Inora Park has open spaces, hill view and Property has green spaces with effective ventilation. ",,20,4,4,0,6,0,18.450423,73.924711,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-11-02 12:20:32","2018-12-30 00:13:20"
